no,timestamp,teks,teks_processed,text_length,length_category
3920,2016-05-06T02:28:41.000Z,Setuju Tweeps apakah SETUJU bila Pemerintah segera men SAH kan RUU Larangan Minuman Beralkohol? OneHeartForYuyun,tuju tweeps apakah TUJU bila pemerintah segera men SAH kan RUU larang minum alkohol ? oneheartforyuyun,102,sedang
3921,2016-05-06T01:49:52.000Z,Tweeps apakah SETUJU bila Baleg RUU Penghapusan Kekerasan Seksual dbahas dSAHkan ? OneHeartForYuyun,tweeps apakah TUJU bila baleg RUU hapus keras seksual dbahas dsahkan ? oneheartforyuyun,87,sedang
3922,2016-05-06T01:46:21.000Z,SETUJU Tweeps apakah SETUJU bila Pemerintah segera men SAH kan RUU Larangan Minuman Beralkohol? OneHeartForYuyun,TUJU tweeps apakah TUJU bila pemerintah segera men SAH kan RUU larang minum alkohol ? oneheartforyuyun,102,sedang
3923,2016-05-06T01:44:36.000Z,Tweeps apakah SETUJU bila Pemerintah segera men SAH kan RUU Larangan Minuman Beralkohol? OneHeartForYuyun,tweeps apakah TUJU bila pemerintah segera men SAH kan RUU larang minum alkohol ? oneheartforyuyun,97,sedang
3924,2016-05-05T16:58:26.000Z,Anggota DPR Masuki Masa Reses Sumbang Mesin Fogging Kepada Lurah Rempoa jakarta,anggota DPR masuk masa reses sumbang mesin fogging kepada lurah rempoa jakarta,78,sedang
3925,2016-05-05T14:04:19.000Z,CukupDiYuyun Kembali Soal RUULMB jk RUU ini DIKETOK PALU Pemerintah serta KOMITMEN terhadap semangat RUULMB dimana,cukupdiyuyun kembali soal RUULMB jika RUU ini KETOK PALU pemerintah serta KOMITMEN hadap semangat RUULMB mana,109,sedang
3926,2016-05-05T06:48:32.000Z,Mendagri Sebut RUU PIlkada Alot Bahas Keharusan Mundur Anggota DPR jika Calonkan Diri,mendagri sebut RUU pilkada alot bahas harus mundur anggota DPR jika calon diri,78,sedang
3927,2016-05-05T05:11:31.000Z,terbukti hanya mementingkan perutnya bukan mewakili aspirasi rakyat Rakyat maunya DPR mundur jika maju,bukti hanya penting perut bukan wakil aspirasi rakyat rakyat mau DPR mundur jika maju,85,sedang
3928,2016-05-05T05:04:06.000Z,kompascom Mendagri Sebut RUU PIlkada Alot Bahas Keharusan Mundur Anggota DPR jika Calonk,kompascom mendagri sebut RUU pilkada alot bahas harus mundur anggota DPR jika calonk,84,sedang
3929,2016-05-05T05:02:14.000Z,DPR kan haus ama Gaji buta Mendagri Sebut RUU PIlkada Alot Bahas Keharusan Mundur Anggota DPR jika Calonkan Diri,DPR kan haus sama gaji buta mendagri sebut RUU pilkada alot bahas harus mundur anggota DPR jika calon diri,106,sedang
3930,2016-05-05T05:01:10.000Z,Mendagri Sebut RUU PIlkada Alot Bahas Keharusan Mundur Pilkada,mendagri sebut RUU pilkada alot bahas harus mundur pilkada,58,sedang
3931,2016-05-05T04:57:46.000Z,Takut kalah pilkada ga jd DPR RUU PIlkada Alot Bahas Keharusan Mundur Anggota DPR jika Calonkan Diri,takut kalah pilkada tidak jadi DPR RUU pilkada alot bahas harus mundur anggota DPR jika calon diri,98,sedang
3932,2016-05-05T02:33:13.000Z,Saya sbg anggota DPR jd seolah mewakili kebijakan lembaga walaupun kebijakan yg mengecewakan itu dr jaman sblm saya disumpah jabatan,saya bagai anggota DPR jadi pengolahan wakil kebijakan lembaga walaupun kebijakan yang kecewa itu dari jaman belum saya sumpah jabatan,134,sedang
3933,2016-05-05T01:13:46.000Z,Draftnya disini mbak,draftnya sini mbak,18,pendek
3934,2016-05-05T01:10:02.000Z,Utk itu kita desak percepat RUU Penghapusan Kekerasan Seksual NyalakanUntukYuyun,untuk itu kita desakan cepat RUU hapus keras seksual nyalakanuntukyuyun,71,sedang
3935,2016-05-04T23:53:58.000Z,Duuh rev uu aja gak kelar di dpr gd hsl paripurna duit rapatnya si jln terus,duuh rev uu saja tidak kelar di dpr gd hsl paripurna duit rapat sih jalan terus,79,sedang
3936,2016-05-05T00:34:29.000Z,Mengerikan Mari Segera Sahkan RUU Minuman Beralkohol cc,keri mari segera sahkan RUU minum alkohol cc,44,pendek
3937,2016-05-05T00:28:48.000Z,Akibat Mabuk BeritaMiras Anak Punk Tusuk Remaja Putri dengan Taring Babi di Angkot Depok,akibat mabuk beritamiras anak punk tusuk remaja putri dengan taring babi di angkot depok,88,sedang
3938,2016-05-04T19:19:06.000Z,Saya berharap pemerintah dan DPR RI bisa segera menuntaskan RUU Penghapusan Kekerasan Seksual atau apapun namanya NyalakanUntukYuyun,saya harap pemerintah dan DPR RI dapat segera tuntas RUU hapus keras seksual atau apa nama nyalakanuntukyuyun,109,sedang
3939,2016-05-04T17:08:37.000Z,Semoga di antara yg mencuat di pemberitaan ada yg sigap dan terus kuat mendorong RUU Penghapusan Kekerasan Seksual,moga di antara yang cuat di berita ada yang sigap dan terus kuat dorong RUU hapus keras seksual,95,sedang
3940,2016-05-04T17:03:05.000Z,Lampung Media Anggota DPR Dwi Aroem Hadiatie Reses di Taman Baca Pancawarna Bandar Lampung,lampung media anggota DPR dwi aroem hadiatie reses di taman baca pancawarna bandar lampung,90,sedang
3941,2016-05-04T16:42:57.000Z,Anggota DPR Dwi Aroem Hardiatie Reses di Taman Baca Pancawarna Bandar Lampung,anggota DPR dwi aroem hardiatie reses di taman baca pancawarna bandar lampung,77,sedang
3942,2016-05-04T15:28:52.000Z,telah disepakati oleh Canbera Accord bhw pendidikan arsitektur lima th sesuai dg RUU Arsitek yg masih di,telah pakat oleh canbera accord bahwa didik arsitektur lima tahu sesuai dengan RUU arsitek yang masih di,104,sedang
3943,2016-05-04T14:37:50.000Z,Sundul RT Pak mhn segera bahas u RUU Penghapusan Kekerasan Seksual dan tuntaskan RUU Minuman Beralkohol,sundul RT pak mhn segera bahas kamu RUU hapus keras seksual dan tuntas RUU minum alkohol,88,sedang
3944,2016-05-04T13:35:52.000Z,SAHKAN SEGERA RUU Penghapusan Kekerasan Seksual RUUPKS SahkanRUUPKS nyalakanuntukyuyun,SAHKAN SEGERA RUU hapus keras seksual RUUPKS sahkanruupks nyalakanuntukyuyun,76,sedang
3945,2016-05-04T12:37:49.000Z,Pak mhn segera BAHAS RUU Penghapusan Kekerasan Seksual dan SAH KAN RUU Minuman Beralkohol,pak mhn segera BAHAS RUU hapus keras seksual dan SAH KAN RUU minum alkohol,74,sedang
3946,2016-05-04T12:33:59.000Z,Pak mhn segera bahas u RUU Penghapusan Kekerasan Seksual dan tuntaskan RUU Minuman Beralkohol,pak mhn segera bahas kamu RUU hapus keras seksual dan tuntas RUU minum alkohol,78,sedang
3947,2016-05-04T10:57:36.000Z,Reses pun tetap pulang malam Dessert by Dawin at Nusantara I Lt DPR RI,reses pun tetap pulang malam dessert by dawin at nusantara i lantai DPR RI,74,sedang
3948,2016-05-04T05:12:11.000Z,pockyyyyyy reses gini sepi jadinya ditemenin kamuuh ajaaahh at Press room DPR RI Nusantara III pic,pockyy reses begini sepi jadi ditemenin kamuuh ajaahh at press room DPR RI nusantara II pic,91,sedang
3949,2016-05-04T04:34:21.000Z,Lihatlah poto ini soba ku kerjaan wakil rakyat anggota DPR di saat rapat paripurna di gedung DPR malah molor,lihat poto ini soba ku kerja wakil rakyat anggota DPR di saat rapat paripurna di gedung DPR malah molor,103,sedang
3950,2016-05-04T04:11:43.000Z,Pak mohon didorong agar segera membahas RUU penghapusan kekerasan terhadap perempuan,pak mohon dorong agar segera bahas RUU hapus keras hadap perempuan,66,sedang
3951,2016-05-04T03:22:33.000Z,Kita semua berduka atas kepergian YY yg tragis Tangkap hukum pelaku seberatnya Perempuan anak harus dilindungi dari kekerasan Jkw,kita semua duka atas pergi YY yang tragis tangkap hukum pelaksanaan berat perempuan anak harus lindung dari keras jkw,117,sedang
3952,2016-05-04T04:02:19.000Z,Tanggal Maret Komisi IV DPR RI mensahkan RUU itu Arah untuk mencabut kebijakan itu ada,tanggal maret komisi IV DPR RI sah RUU itu arah untuk cabut kebijakan itu ada,77,sedang
3953,2016-05-04T02:14:54.000Z,Sktr bln lalu ada petisi utk DPR RI agar memskkan RUU Penghapusan Kekerasan Seksual namun hg saat ini hny org yg ttd,sktr bulan lalu ada petisi untuk DPR RI agar memskkan RUU hapus keras seksual tetapi hg saat ini hanya orang yang ttd,117,sedang
3954,2016-05-03T23:40:45.000Z,Mhn Doanya sahabat agar RUU Larangan Minuman Beralkohol RUU Penghapusan Kekerasan Seksual Segera Dituntaskan CukupDiYuyun,mhn doa sahabat agar RUU larang minum alkohol RUU hapus keras seksual segera tuntas cukupdiyuyun,96,sedang
3955,2016-05-03T23:36:03.000Z,Info RUULMB singkatan dari RUU Larangan Minuman B alkohol RUUPKS singkatan dari RUU P hapusan Kkerasan Seksual CC,info RUULMB singkat dari RUU larang minum b alkohol RUUPKS singkat dari RUU p hapus kkerasan seksual CC,103,sedang
3956,2016-05-03T16:55:42.000Z,Langsung di kebiri !! segera sahkan RUU nya NyalaUntukYuyun,langsung di kebiri ! ! segera sahkan RUU nya nyalauntukyuyun,60,sedang
3957,2016-05-03T15:49:32.000Z,Anggota DPR Turki terlibat baku hantam saat membahas perubahan undang undang kekebalan anggota parlemen,anggota DPR turki libat baku hantam saat bahas ubah undang undang kebal anggota parlemen,88,sedang
3958,2016-05-03T15:01:42.000Z,kenapa mirasnya aja yg dilarang knpa tidak bikin RUU penutupan pabrik pnghasil miras tanggung itu,kenapa mirasnya saja yang larang kenapa tidak bikin RUU tutup pabrik pnghasil miras pertanggungjawaban itu,106,sedang
3959,2016-05-03T14:45:00.000Z,CukupDiYuyun Siap Kawal RUU Larangan Minuman Beralkohol dan RUU Penghapusan Kekerasan Seksual cc,cukupdiyuyun siap kawal RUU larang minum alkohol dan RUU hapus keras seksual cc,79,sedang
3960,2016-05-03T08:00:03.000Z,kmatian gadis siswa SMP yg dprkosa pmuda brsumber pd satu hal MIRAS Smoga uni lebih GALAK dlm brsuara pd musuh akhlak tsb,kmatian gadis siswa SAMPAI yang dprkosa pmuda brsumber pada satu hal MIRAS moga uni lebih GALAK dalam brsuara pada musuh akhlak sebut,133,sedang
3961,2016-05-03T14:13:45.000Z,bagaimana ngurusin RUU? Gak Liat kerjaan DPR ngapain? Ngabisin uang rakyat aja,bagaimana urus RUU ? tidak lihat kerja DPR ngapain ? ngabisin uang rakyat saja,78,sedang
3962,2016-05-03T13:23:23.000Z,RUU minuman beralkohol spy efektif tdk hanya larangan penggunaan dan penjualan tapi jg larangan produksi,RUU minum alkohol supaya efektif tidak hanya larang penggunaan dan jual tetapi juga larang produksi,99,sedang
3963,2016-05-03T13:20:09.000Z,CukupDiYuyun Dan selain RUU Larangan Minuman Beralkohol kita juga WAJIB dukung RUU Penghapusan Kekerasan Seksual cc,cukupdiyuyun dan selain RUU larang minum alkohol kita juga WAJIB dukungan RUU hapus keras seksual cc,100,sedang
3964,2016-05-03T13:04:21.000Z,Retweeted Fahira Idris DPD RI CukupDiYuyun Sy mendesak Pansus segera rampungkan RUU,retweeted fahira idris DPD RI cukupdiyuyun saya desakan pansus segera rampung RUU,81,sedang
3965,2016-05-03T12:53:23.000Z,CukupDiYuyun Sy mendesak Pansus segera rampungkan RUU Larangan Minuman Beralkohol pada Juni ini sesuai tenggat yang,cukupdiyuyun saya desakan pansus segera rampung RUU larang minum alkohol pada juni ini sesuai tenggat yang,106,sedang
3966,2016-05-03T12:49:27.000Z,CukupDiYuyun Kalau kasus Yuyun ini tdk bs membuka mata Pemerintah untuk segera menuntaskan RUU,cukupdiyuyun jika kasus yuyun ini tidak dapat buka mata pemerintah untuk segera tuntas RUU,90,sedang
3967,2016-05-03T12:01:28.000Z,ANJATAN Mengisi masa reses persidangan kedua anggota Komisi IV DPR RI Ono Surono ST melakukan kunjungan ke,ANJATAN isi masa reses sidang dua anggota komisi IV DPR RI sono surono ST pelaksanaan kunjung ke,96,sedang
3968,2016-05-03T11:52:08.000Z,Pupuk Organik Tekan Biaya Produksi ANJATAN Mengisi masa reses persidangan kedua anggota Komisi IV DPR RI,pupuk organik tekan biaya produksi ANJATAN isi masa reses sidang dua anggota komisi IV DPR RI,93,sedang
3969,2016-05-03T11:39:32.000Z,dan harus memprioritaskan RUU Penghapusan Kekerasan Seksual sebagai prioritas utama SOS YYadalahKita,dan harus prioritas RUU hapus keras seksual bagai prioritas utama SOS yyadalahkita,82,sedang
3970,2016-05-03T06:33:29.000Z,Ferry Mursyidan Minta Persoalan Sertifikasi Dilaporkan Saat Reses Ferry Mursyidan Baldan meminta anggota Komisi II DPR RI melaporkan,ferry mursyid minta soal sertifikasi lapor saat reses ferry mursyid baldan minta anggota komisi II DPR RI lapor,111,sedang
3971,2016-05-03T06:33:07.000Z,Ferry Mursyidan Baldan meminta anggota Komisi II DPR RI melaporkan persoalan sertifikasi yang menjadi temuan,ferry mursyid baldan minta anggota komisi II DPR RI lapor soal sertifikasi yang jadi temu,89,sedang
3972,2016-05-03T03:10:05.000Z,Pertanian Tinjau Kesiapan Ekspor Impor Hasil Pertanian Komisi IV DPR RI DNA Berita,tani tinjau kesiap ekspor impor hasil tani komisi IV DPR RI DNA berita,70,sedang
3973,2016-05-02T10:45:35.000Z,DPR Segera Selesaikan Lima RUU,DPR segera selesai lima RUU,27,pendek
3974,2016-05-02T09:20:58.000Z,Betul tapi kapan Revolusi Mental utk DPR ??? Nunggu jenggot selutut?,banget tetapi kapan revolusi mental untuk DPR ? ? tunggu jenggot lutut ?,72,sedang
3975,2016-05-02T08:48:57.000Z,Tim Komisi V DPR RI lakukan kunker masa reses masa persidangan IV tahun sidang ke prov Sumut Mei,tim komisi v DPR RI pelaksanaan kunker masa reses masa sidang IV tahun sidang ke prov sumut mei,95,sedang
3976,2016-05-02T06:53:52.000Z,DPRD Tangsel Rapat Paripurna Raperda,DPRD tangsel rapat paripurna raperda,36,pendek
3977,2016-05-02T06:39:27.000Z,Lapas Manado Menerima Kunjungan TIM DPR RI Komisi III dalam Masa Reses,lapas manado terima kunjung TIM DPR RI komisi II dalam masa reses,65,sedang
3978,2016-05-02T05:18:33.000Z,Jadilah wakil rakyat yang jujur Kebijakan Ahok dan Pemprov DKI yang Ditentang Inggard Joshua,jadi wakil rakyat yang jujur kebijakan ahok dan pemprov DKI yang tentang inggard joshua,87,sedang
3979,2016-05-02T05:13:35.000Z,BEGINI SEPOTONG CERITA TENTANG KUNKER DAN RESESNYA WAKIL RAKYAT DI ACEH Kartini Ibrahim Reses Warga,BEGINI POTONG CERITA TENTANG KUNKER DAN RESES WAKIL RAKYAT DI ACEH kartini ibrahim reses warga,94,sedang
3980,2016-05-02T03:17:20.000Z,Komisi III dalam Masa Reses Masa Persidangan IV TS gelar pertemuan di Polda NTB KunkerDPR,komisi II dalam masa reses masa sidang IV TS gelar temu di polda NTB kunkerdpr,78,sedang
3981,2016-05-02T03:13:13.000Z,G DPR RI masih menunggu pembahasan lebih lanjut dan ide ide lainnya dari berbagai pihak terkait RUU Tax Amnesty,tidak DPR RI masih tunggu bahas lebih lanjut dan ide ide lain dari bagai pihak kait RUU tax amnesty,99,sedang
3982,2016-05-02T02:33:01.000Z,Faktor lainnya tidak adanya bebas visa dari Tiongkok untuk WNI mungkin bisa jadi pertimbangan lebih lanjut,faktor lain tidak ada bebas visa dari tiongkok untuk WNI mungkin dapat jadi timbang lebih lanjut,96,sedang
3983,2016-05-02T02:32:32.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa,anggota DPR minta pemerintah evaluasi kebijakan bebas visa,58,sedang
3984,2016-05-01T18:41:44.000Z,Apa benar?,apa benar ?,11,pendek
3985,2016-05-01T14:09:10.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Wakil Ketua Komisi I DPR Ahmad Rais meminta pem,anggota DPR minta pemerintah evaluasi kebijakan bebas visa wakil ketua komisi i DPR ahmad rais minta pem,104,sedang
3986,2016-05-01T14:04:51.000Z,uang reses masuk kantong kalo ada di rumah,uang reses masuk kantong jika ada di rumah,42,pendek
3987,2016-05-01T13:59:12.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Wakil Ketua Komisi I DPR Ahm RanoKarnoHRSMundur,anggota DPR minta pemerintah evaluasi kebijakan bebas visa wakil ketua komisi i DPR ahm ranokarnohrsmundur,106,sedang
3988,2016-05-01T13:47:58.000Z,ini adlah perjuangan anak bangsa atas kebijakan diskriminatif,ini adlah juang anak bangsa atas kebijakan diskriminatif,56,sedang
3989,2016-05-01T13:37:01.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Wakil Ketua Komisi I DPR Ahmad,anggota DPR minta pemerintah evaluasi kebijakan bebas visa wakil ketua komisi i DPR ahmad,89,sedang
3990,2016-05-01T13:35:20.000Z,Antara Anggota DPR minta pemerintah evaluasi kebijakan bebas visa,antara anggota DPR minta pemerintah evaluasi kebijakan bebas visa,65,sedang
3991,2016-05-01T13:35:15.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Wakil Ketua Komisi I DPR Ahmad Rais Antara News,anggota DPR minta pemerintah evaluasi kebijakan bebas visa wakil ketua komisi i DPR ahmad rais antara news,106,sedang
3992,2016-05-01T13:32:10.000Z,TuitIndonesia Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Indonesia Tuit,tuitindonesia anggota DPR minta pemerintah evaluasi kebijakan bebas visa indonesia tuit,87,sedang
3993,2016-05-01T13:20:25.000Z,Anggota DPR minta pemerintah evaluasi kebijakan bebas visa Wakil Ketua Komisi I infopuger,anggota DPR minta pemerintah evaluasi kebijakan bebas visa wakil ketua komisi i infopuger,89,sedang
3994,2016-05-01T12:49:22.000Z,DPR Minta Pemerintah Kaji Ulang Kebijakan Bebas Visa,DPR minta pemerintah kaji ulang kebijakan bebas visa,52,sedang
3995,2016-05-01T12:49:20.000Z,DPR Minta Pemerintah Kaji Ulang Kebijakan Bebas Visa cc,DPR minta pemerintah kaji ulang kebijakan bebas visa cc,55,sedang
3996,2016-05-01T12:49:09.000Z,DPR Minta Pemerintah Kaji Ulang Kebijakan Bebas Visa beritanegara,DPR minta pemerintah kaji ulang kebijakan bebas visa beritanegara,65,sedang
3997,2016-05-01T12:48:52.000Z,DuniaIslam DPR Minta Pemerintah Kaji Ulang Kebijakan Bebas Visa,duniaislam DPR minta pemerintah kaji ulang kebijakan bebas visa,63,sedang
3998,2016-05-01T10:36:23.000Z,Kebijakan asimetris BPIH utk manasik diberlakukan karena prov tsb sebagian besar jamaah bergabung dg KBIH yg manasiknya intensif,kebijakan asimetris BPIH untuk manasik pelaksanaan karena prov sebut bagi besar jamaah gabung dengan KBIH yang manasik intensif,127,sedang
3999,2016-05-01T05:45:04.000Z,Paska Penutupan Masa Sidang Anggota DPR Reses Atau Bertamu ?,paska tutup masa sidang anggota DPR reses atau tamu ?,53,sedang
4000,2016-05-01T05:41:10.000Z,Gue ykn msh banyak kasus serupa yg ga terpublish ke publik Mau nunggu berapa korban lagi? Sahkan RUU Penghapusan Kekerasan Seksual,saya ykn masih banyak kasus rupa yang tidak terpublish ke publik mau tunggu berapa korban lagi ? sahkan RUU hapus keras seksual,127,sedang
4001,2016-05-01T05:39:58.000Z,Gue org lain gue sdih dengernya G kebayang klo slh satu dr keluarga kita yg jd korban Sahkan RUU Penghapusan Kekerasan Seksual!,saya orang lain saya sdih dengernya tidak bayang jika salah satu dari keluarga kita yang jadi korban sahkan RUU hapus keras seksual !,133,sedang
4002,2016-05-01T05:38:08.000Z,Kasus Yuyun ini parah sih Dibunuh setelah diperkosa org Gila kalo ga bertindak Sahkan RUU Penghapusan Kekerasan Seksual!,kasus yuyun ini banget sih bunuh telah perkosa orang banget jika tidak tindakan sahkan RUU hapus keras seksual !,112,sedang
4003,2016-05-01T05:04:36.000Z,Dear buat RUU PKS menjadi prioritas tahun ini untuk dibahas dan disahkan! Kami mendorong SahkanRUUPKS!,dear buat RUU PKS jadi prioritas tahun ini untuk bahas dan sah ! kami dorong sahkanruupks !,91,sedang
4004,2016-04-29T11:09:45.000Z,hebaaaaat ! Menutup masa reses tanpa memutuskan satu UU pun Dn lagi byk yg absen Inilah wajah wakil rakyat yg makin memuakan,hebat ! tutup masa reses tanpa keputusan satu UU pun dan lagi banyak yang absen ini wajah wakil rakyat yang makin mua,117,sedang
4005,2016-04-29T10:47:19.000Z,Banyak Anggota DPR bolos waktu rapat paripurna hari ini jadi Ketua DPR ini banyak ngomong aja dg anggota DPR aja TAKUTT !!,banyak anggota DPR bolos waktu rapat paripurna hari ini jadi ketua DPR ini banyak omong saja dengan anggota DPR saja TAKUTT ! !,127,sedang
4006,2016-04-29T10:34:57.000Z,republikaonline Pembahasan RUU Tax Amnesty Jangan Tergesa gesa,republikaonline bahas RUU tax amnesty jangan gesa gesa,54,sedang
4007,2016-04-29T10:32:05.000Z,Pembahasan RUU Tax Amnesty Jangan Tergesa gesa,bahas RUU tax amnesty jangan gesa gesa,38,pendek
4008,2016-04-29T10:34:56.000Z,puisi sayang Pembahasan RUU Tax Amnesty Jangan Tergesa gesa terbaru,puisi sayang bahas RUU tax amnesty jangan gesa gesa baru,56,sedang
4009,2016-04-29T10:30:51.000Z,DPR segera selesaikan lima RUU Ketua DPR RI Ade Komarudin mengatakan lima rancangan undang undang RUU ak,DPR segera selesai lima RUU ketua DPR RI adek komarudin kata lima rancangan undang undang RUU aku,97,sedang
4010,2016-04-29T10:30:20.000Z,Radio ANDIKA Anggota Komisi XI DPR RI Ecky Awal Mucharam menilai RUU Pengampunan Pajak bukanlah hal yang,radio ANDIKA anggota komisi XI DPR RI ecky awal mucharam nilai RUU ampun pajak bukan hal yang,93,sedang
4011,2016-04-29T10:03:53.000Z,DPR segera selesaikan lima RUU Ketua DPR RI Ade Komarudin mengatakan lima rancangan un RanoKarnoHRSMundur,DPR segera selesai lima RUU ketua DPR RI adek komarudin kata lima rancangan un ranokarnohrsmundur,97,sedang
4012,2016-04-29T10:02:46.000Z,DPR segera selesaikan lima RUU Ketua DPR RI Ade Komarudin mengatakan lima rancangan undang,DPR segera selesai lima RUU ketua DPR RI adek komarudin kata lima rancangan undang,82,sedang
4013,2016-04-29T09:36:08.000Z,Sdg Rapat Paripurna Jalan lah minta Laptop lah minta ganti mobil lah Gila nih Anggota DPR DPRD ini Kumpulan BANGSAT MALING PENGEMIS,sedang rapat paripurna jalan lah minta laptop lah minta ganti mobil lah banget ini anggota DPR DPRD ini kumpul BANGSAT MALING EMIS,130,sedang
4014,2016-04-29T09:33:02.000Z,massa reses aja dapat anggarannya masa mau minta ini itu lagi sih tuh anggota dewan ga ada puasnya banget AnggaranSiluman,rakyat reses saja dapat anggaran masa mau minta ini itu lagi sih tuh anggota dewan tidak ada puas banget anggaransiluman,120,sedang
4015,2016-04-29T07:47:58.000Z,Pimpinan DPR melantik empat anggota DPR baru dalam rapat paripurna DPR RI hari ini Jumat,kepemimpinan DPR lantik empat anggota DPR baru dalam rapat paripurna DPR RI hari ini jumat,90,sedang
4016,2016-04-29T07:40:27.000Z,PKS Kapan Ledia Gantikan Fahri? Jakarta Dalam Rapat Paripurna DPR RI hari ini Jum at Fraksi P,PKS kapan ledia ganti fahri ? jakarta dalam rapat paripurna DPR RI hari ini jum at partai p,91,sedang
4017,2016-04-29T07:34:34.000Z,PKS Kapan Ledia Gantikan Fahri? Jakarta Dalam Rapat Paripurna DPR RI hari ini Jum at Fraksi PKS,PKS kapan ledia ganti fahri ? jakarta dalam rapat paripurna DPR RI hari ini jum at partai PKS,93,sedang
4018,2016-04-29T07:32:07.000Z,Om dan tante saat reses boleh nggak tuan dan nyonya ini dituker aja sama rakyat yg sandera Abu Sayyap??? Pliis om,om dan tante saat reses boleh tidak tuan dan nyonya ini dituker saja sama rakyat yang sandera abu sayyap ? ? pliis om,117,sedang
4019,2016-04-29T07:07:47.000Z,ANGGOTA DPR RUU PENGAMPUNAN PAJAK TIDAK MENDESAK,ANGGOTA DPR RUU AMPUN PAJAK TIDAK DESAKAN,41,pendek
4020,2016-04-29T07:04:45.000Z,Komisi IX DPR RI Berharap RUU Perlindungan Pekerja Indonesia di Luar Negeri PPILN Beri Perlindungan TKI,komisi IX DPR RI harap RUU lindung kerja indonesia di luar negeri PPILN beri lindung TKI,88,sedang
4021,2016-04-29T06:54:02.000Z,ANGGOTA DPR Ruu Pengampunan Pajak Tidak Mendesak,ANGGOTA DPR ruu ampun pajak tidak desakan,41,pendek
4022,2016-04-29T06:42:28.000Z,DPR RI Hari Ini Gelar Rapat Paripurna Penutupan Masa Sidang Ke IV,DPR RI hari ini gelar rapat paripurna tutup masa sidang ke IV,61,sedang
4023,2016-04-29T06:34:26.000Z,Wakil Rakyat itu baru terasa kalo kritis terhadap kebijakan yg tdk pro rakyat nulis di media masuk tv diwawancarai bukan makan gaji buta!,wakil rakyat itu baru asa jika kritis hadap kebijakan yang tidak pro rakyat tulis di media masuk tv wawancara bukan makan gaji buta !,133,sedang
4024,2016-04-29T06:01:43.000Z,Tweeps! Klo RUU Tax Amnesty selesai dibahas Mei ini bakal masuk APBNP,tweeps ! jika RUU tax amnesty selesai bahas mei ini bakal masuk APBNP,69,sedang
4025,2016-04-29T06:01:12.000Z,gelar Rapat Paripurna penutupan masa sidang,gelar rapat paripurna tutup masa sidang,39,pendek
4026,2016-04-29T04:57:55.000Z,LpgNews Masa sidang ke DPR Ditutup Tanpa Pengesahan UU Apr Dewan Perwakilan Rakyat DP,lpgnews masa sidang ke DPR tutup tanpa pengesahan UU apr dewan wakil rakyat DP,78,sedang
4027,2016-04-29T04:37:17.000Z,Pembahasan RUU Tax Amnesty Dilanjutkan Setelah Reses DPR Pemerintah bersama Dewan Perwakilan Rakyat DPR ak,bahas RUU tax amnesty lanjut telah reses DPR pemerintah sama dewan wakil rakyat DPR aku,87,sedang
4028,2016-04-29T04:17:17.000Z,Rapat Paripurna Ke DPR Masa Persidangan IV Tahun Sidang telah selesai Terima kasih ParipurnaLive,rapat paripurna ke DPR masa sidang IV tahun sidang telah selesai terima kasih paripurnalive,91,sedang
4029,2016-04-29T04:10:17.000Z,Masa Reses Masa Persidangan IV Tahun Sidang akan berlangsung mulai April hingga Mei ParipurnaLive,masa reses masa sidang IV tahun sidang akan langsung mulai april hingga mei paripurnalive,89,sedang
4030,2016-04-29T04:00:02.000Z,Selamat kepada KAP Wisnu B soewito sebagai Kantor Akuntan Publik yang telah ditetapkan dalam Rapat Paripurna Ke ParipurnaLive,selamat kepada KAP wisnu b soewito bagai kantor akuntan publik yang telah tetap dalam rapat paripurna ke paripurnalive,118,sedang
4031,2016-04-29T03:51:50.000Z,Hari Terakhir Masa Sidang Dua RUU Belum Disahkan DPR Masa Sidang IV Tahun Dewan Perwakilan Rakyat,hari akhir masa sidang dua RUU belum sah DPR masa sidang IV tahun dewan wakil rakyat,84,sedang
4032,2016-04-29T03:49:11.000Z,Basic nya Jkw hrs sah kan Revisi RUU agar anggota bisa leluasa merampok Uang Rakyat,basic nya jkw harus sah kan revisi RUU agar anggota dapat leluasa rampok uang rakyat,84,sedang
4033,2016-04-29T03:44:07.000Z,Ketua DPR Yakin RUU Pengampunan Pajak Selesai Mei,ketua DPR yakin RUU ampun pajak selesai mei,43,pendek
4034,2016-04-29T03:38:06.000Z,Warta Kiwari DPR Gelar Rapat Paripurna Penutupan Masa Sidang Ketua DPR RI Ade Komarudin menyatakan pihakny,warta kiwari DPR gelar rapat paripurna tutup masa sidang ketua DPR RI adek komarudin nyata pihakny,98,sedang
4035,2016-04-29T03:37:56.000Z,DPR Gelar Rapat Paripurna Penutupan Masa Sidang Ketua DPR RI Ade Komarudin menyatakan pihaknya akan kembali,DPR gelar rapat paripurna tutup masa sidang ketua DPR RI adek komarudin nyata pihak akan kembali,96,sedang
