no,timestamp,teks,teks_processed,sentiment,compound_score
4133,2016-04-27T11:35:53.000Z,Ade optimistis RUU Pengampunan Pajak segera disetujui Ketua DPR RI Ade Komarudin optimistis Ranc Antara News,adek optimistis RUU pengampunan pajak segera disetujui ketua DPR RI adek komarudin optimistis ranc antara news,positive,0.7739
4134,2016-04-27T11:33:17.000Z,Ketua DPR RI Ade Komarudin optimistis Rancangan Undang Undang tentang Pengampunan Pajak atau Tax Amnesty da,ketua DPR RI adek komarudin optimistis rancangan undang undang tentang pengampunan pajak atau tax amnesty sudah,positive,0.3818
4135,2016-04-27T11:33:09.000Z,Ade optimistis RUU Pengampunan Pajak segera disetujui Ketua DPR RI Ade Komarudin optimistis Ran infoekonomi,adek optimistis RUU pengampunan pajak segera disetujui ketua DPR RI adek komarudin optimistis ran infoekonomi,positive,0.7739
4136,2016-04-27T11:28:59.000Z,Bido Ade optimistis RUU Pengampunan Pajak segera disetujui Ketua DPR RI Ade Komarudin optimistis Ranc Bido,bido adek optimistis RUU pengampunan pajak segera disetujui ketua DPR RI adek komarudin optimistis ranc bido,positive,0.7739
4137,2016-04-27T11:26:08.000Z,Panja RUU Tax Amnesty Mulai Kerja Besok,panja RUU tax amnesty mulai kerja besok,positive,0.5267
4138,2016-04-27T11:20:22.000Z,Ade optimistis RUU Pengampunan Pajak segera disetujui Ketua DPR RI Ade Komarudin optimistis Rancangan Und RT,adek optimistis RUU pengampunan pajak segera disetujui ketua DPR RI adek komarudin optimistis rancangan und RT,positive,0.7739
4139,2016-04-27T11:19:17.000Z,Radio ANDIKA Ketua Komisi II DPR RI Rambe Kamarul mengatakan bahwa dalam pembahasan revisi Undang Undang,radio ANDIKA ketua komisi II DPR RI rambe kamarul mengatakan bahwa dalam pembahasan revisi undang undang,positive,0.8192
4140,2016-04-27T11:18:03.000Z,RUU Pengampunan Pajak Komisi XI Bantah Terima Dana Ratusan Miliar Ketua Komisi XI DPR RI Ahmadi Noor Soepi,RUU pengampunan pajak komisi XI bantah terima dana ratusan miliar ketua komisi XI DPR RI ahmadi noor soepi,positive,0.6289
4141,2016-04-27T11:10:12.000Z,republikaonline Panja RUU Tax Amnesty Mulai Kerja Besok via Tw,republikaonline panja RUU tax amnesty mulai kerja besok via tau,negative,-0.2023
4142,2016-04-27T11:07:48.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto menegaskan pengesah,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto menegaskan pengesah,positive,0.516
4143,2016-04-27T11:00:38.000Z,DPR dan Pemerintah Bertekad Lindungi Pekerja Migran di Luar Negeri RUU ini akan membuat pekerja merasa sebagai,DPR dan pemerintah bertekad lindungi pekerja migran di luar negeri RUU ini akan membuat pekerja merasa sebagai,positive,0.6369
4144,2016-04-27T10:58:38.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto RanoKarnoHRSMundur,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto ranokarnohrsmundur,positive,0.516
4145,2016-04-27T10:51:50.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto,positive,0.516
4146,2016-04-27T10:44:32.000Z,Wakil Ketua DPR RI Agus Hermanto menegaskan pengesahan Rancangan Undang Undang RUU Tax Amnesty atau pengamp,wakil ketua DPR RI agus hermanto menegaskan pengesahan rancangan undang undang RUU tax amnesty atau pengamp,neutral,0.0
4147,2016-04-27T10:44:26.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto menega infoekonomi,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto menega infoekonomi,positive,0.516
4148,2016-04-27T10:41:33.000Z,Nasional DPR Komisi XI Dewan Perwakilan Rakyat DPR melanjutkan pembahasan soal Rancangan Undang undang RUU,nasional DPR komisi XI dewan perwakilan rakyat DPR melanjutkan pembahasan soal rancangan undang undang RUU,negative,-0.368
4149,2016-04-27T10:35:57.000Z,VenzTime Wakil Ketua DPR RI Agus Hermanto menegaskan pengesahan Rancangan Undang Undang RUU Tax Amnesty at,venztime wakil ketua DPR RI agus hermanto menegaskan pengesahan rancangan undang undang RUU tax amnesty at,neutral,0.0
4150,2016-04-27T10:33:18.000Z,TyoNews Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto mene News,tyonews pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto mene news,positive,0.516
4151,2016-04-27T10:27:32.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto menegas Antara News,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto menegas antara news,positive,0.516
4152,2016-04-27T10:25:26.000Z,Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto menegaskan penge RT,pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto menegaskan penge RT,positive,0.516
4153,2016-04-27T10:25:16.000Z,antaranews Pengesahan RUU Tax Amnesty perlu dipertimbangkan matang Wakil Ketua DPR RI Agus Hermanto menegas,antaranews pengesahan RUU tax amnesty perlu dipertimbangkan matang wakil ketua DPR RI agus hermanto menegas,positive,0.516
4154,2016-04-27T09:52:25.000Z,For your action yth Pengusaha Desak DPR Percepat Pengesahan RUU Jasa Konstruksi,for your action yth pengusaha desak DPR percepat pengesahan RUU jasa konstruksi,positive,0.7574
4155,2016-04-27T08:58:53.000Z,Sendirian? Gila nih org ada yg beli Ketua DPR Ade K gelar KonPers pengambilan kputusan RUU Tax Amnesty,sendirian ? gila ini orang ada yang beli ketua DPR adek ke gelar konpers pengambilan kputusan RUU tax amnesty,neutral,0.0
4156,2016-04-27T08:55:38.000Z,Ketua DPR Ade Komarudin menggelar Konferensi Pers mengenai agenda pengambilan keputusan RUU Tax Amnesty DPRLive,ketua DPR adek komarudin menggelar konferensi pers mengenai agenda pengambilan keputusan RUU tax amnesty dprlive,positive,0.5267
4157,2016-04-27T08:51:51.000Z,Pansus RUU Tindak Pidana Terorisme raker dengan pemerintah dengan agenda tanggapan fraksi pemerintah DPRLive,pansus RUU tindak pidana terorisme raker dengan pemerintah dengan agenda tanggapan fraksi pemerintah dprlive,positive,0.1027
4158,2016-04-27T08:44:25.000Z,Wakil Ketua Pansus RUU Wawasan Nusantara Martin Hutabarat dan Khotibul Umam Wiranu DPRLive,wakil ketua pansus RUU wawasan nusantara martin hutabarat dan khotibul umam wiranu dprlive,neutral,0.0
4159,2016-04-27T08:43:55.000Z,Pimpinan Pansus RUU Wawasan Nusantara Ketua Daryatmo Mardiyanto Wakil Ketua Agun Gunandjar Sudarsa DPRLive,pimpinan pansus RUU wawasan nusantara ketua daryatmo mardiyanto wakil ketua agun gunandjar sudarsa dprlive,neutral,0.0
4160,2016-04-27T06:33:40.000Z,Anggota DPR Kebijakan Kelautan Perikanan Harus Komprehensif pelitaonline id AktualTajamBerimbang,anggota DPR kebijakan kelautan perikanan harus komprehensif pelitaonline id aktualtajamberimbang,negative,-0.7184
4161,2016-04-27T05:13:52.000Z,Ketua Komisi II Dewan Perwakilan Rakyat Rambe Kamaruzzaman menilai revisi undang undang Pilkada tidak akan r,ketua komisi II dewan perwakilan rakyat rambe kamaruzzaman menilai revisi undang undang pilkada tidak akan r,negative,-0.8807
4162,2016-04-27T05:12:24.000Z,DPR Minta Kebijakan Menteri Susi Pertimbangan Aspek Tradisi,DPR meminta kebijakan menteri susi pertimbangan aspek tradisi,negative,-0.3818
4163,2016-04-27T05:06:45.000Z,puisi sayang DPR Minta Kebijakan Menteri Susi Pertimbangan Aspek Tradisi terbaru,puisi sayang DPR meminta kebijakan menteri susi pertimbangan aspek tradisi terbaru,positive,0.3818
4164,2016-04-27T05:06:40.000Z,News DPR Minta Kebijakan Menteri Susi Pertimbangan Aspek Tradisi,news DPR meminta kebijakan menteri susi pertimbangan aspek tradisi,negative,-0.3818
4165,2017-12-30T23:02:56.000Z,Bisa cuman berkoar koar fahri hamsah anda sebagai dewan perwakilan rakyat DPR RUU ZINA LGBT tdk kunjung selesai sampai detik ini apa aja yg di kerjain anda anda seorang muslim sekaligus wakil pemimpin sangat lah berdosa menurut agama,bisa cuman berkoar koar fahri hamsah anda sebagai dewan perwakilan rakyat DPR RUU ZINA LGBT tidak kunjung selesai sampai detik ini apa saja yang di kerjain anda anda seorang muslim sekaligus wakil pemimpin sangat lah berdosa menurut agama,negative,-0.9744
4166,2017-12-30T18:31:05.000Z,Refleksi Akhir Tahun DPR Kurang Mendengar Aspirasi Rakyat JAKARTA EDUNEWS ID Ketua Majelis Permusyawaratan Rakyat MPR Zulkifli Hasan mengatakan publik merasa tidak percaya lagi terhadap Dewan Perwakilan Rakyat DPR dan partai politik selama,refleksi akhir tahun DPR kurang mendengar aspirasi rakyat JAKARTA EDUNEWS ID ketua majelis permusyawaratan rakyat MPR zulkifli hasan mengatakan publik merasa tidak percaya lagi terhadap dewan perwakilan rakyat DPR dan partai politik selama,negative,-0.41
4167,2017-12-30T16:54:15.000Z,Anggota DPR Bambang Haryo menilai kebijakan pemerintah mnghapus subsidi benih padi tdk berpihak kpd petani Kebijakan pnghapusan subsidi benih padi berlaku mulai Harga benih padi yg selama ini Rp akan mnjadi Rp per kg,anggota DPR bambang haryo menilai kebijakan pemerintah mnghapus subsidi benih padi tidak berpihak kepada petani kebijakan pnghapusan subsidi benih padi berlaku mulai harga benih padi yang selama ini rp akan menjadi rp per kg,negative,-0.7644
4168,2017-12-30T16:25:36.000Z,Selama thn berapa RUU yg DPR sdh tempelan menjadi UU Kalo kerja pemerintah sdh banyak itu coba tengok ujung timur ke ujung barat Ini kerja pemerintah yang terbaik selama RI merdeka,selama tahun berapa RUU yang DPR sudah tempelan menjadi UU jika kerja pemerintah sudah banyak itu coba tengok ujung timur ke ujung barat ini kerja pemerintah yang terbaik selama RI merdeka,positive,0.8225
4169,2017-12-30T13:41:39.000Z,pembahasan rancangan undang undang pemilihan umum yang tengah berlangsung di DPR RI,pembahasan rancangan undang undang pemilihan umum yang tengah berlangsung di DPR RI,positive,0.6289
4170,2017-12-30T10:15:50.000Z,Tidak menyalakan lampu motor di siang hari bisa ditilang polisi Ternyata awal mula kebijakan ini diusulkan ditolak anggota DPR Mereka menuding peraturan ini dipengaruhi produsen aki,tidak menyalakan lampu motor di siang hari bisa ditilang polisi ternyata awal mula kebijakan ini diusulkan ditolak anggota DPR mereka menuding peraturan ini dipengaruhi produsen aki,negative,-0.9001
4171,2017-12-30T07:36:19.000Z,Padahal subsidi banyak dikurangi pengampunan pajak Ternyata kebijakan itu tak banyak menolong,padahal subsidi banyak dikurangi pengampunan pajak ternyata kebijakan itu tak banyak menolong,negative,-0.6759
4172,2017-12-30T05:30:23.000Z,Bpk Ibu anggota dan asal Dapil Sumatera Barat mohon kiranya ketika masa reses benar turun ke,bpk ibu anggota dan asal dapil sumatera barat mohon kiranya ketika masa reses benar turun ke,positive,0.6697
4173,2017-12-30T05:30:18.000Z,Bpk Ibu anggota dan asal Dapil Sumatera Barat mohon kiranya ketika masa reses benar turun ke Dapil jika perlu sampai ke Nagari nagari Desa desa utk jemput aspirasi seperti proposal Jalan Uasah Tani berikut,bpk ibu anggota dan asal dapil sumatera barat mohon kiranya ketika masa reses benar turun ke dapil jika perlu sampai ke nagari nagari desa desa untuk jemput aspirasi seperti proposal jalan uasah tani berikut,positive,0.8357
4174,2017-12-30T03:48:32.000Z,Reses dulu kang kemana Kek biar byar pikirannya ngamar mulu sih,reses dulu kang kemana seperti biar byar pikirannya ngamar mulu sih,positive,0.3818
4175,2017-12-30T02:20:40.000Z,Menarik Penelitian di Swedia ini menyimpulkan kebijakan afirmatif u perempuan misal kuota anggota DPR bukan hanya memberdayakan perempuan tapi juga menyingkirkan lelaki medioker Gender quotas and the crisis of the mediocre man via,menarik penelitian di swedia ini menyimpulkan kebijakan afirmatif kamu perempuan misal kuota anggota DPR bukan hanya memberdayakan perempuan tetapi juga menyingkirkan lelaki medioker gender quotas and the crisis of the mediocre man via,negative,-0.8182
4176,2017-12-29T15:47:06.000Z,E Miratna Anggota DPRD Meranti ini Gelar Reses ke di Rumahnya MERANTI Rumah kediaman Anggota Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Kepulauan Meranti E Miratna M Si di jalan Pembangunan III Selatpanjang Timur pada Jumat,e miratna anggota DPRD meranti ini gelar reses ke di rumahnya MERANTI rumah kediaman anggota dewan perwakilan rakyat daerah DPRD kabupaten kepulauan meranti e miratna sama sih di jalan pembangunan II selatpanjang timur pada jumat,positive,0.9001
4177,2017-12-29T14:16:24.000Z,Rapat Paripurna Rencana Pembangunan Jangka Menengah RPJM Kota Banda Aceh Di Gedung DPR Kota Banda Aceh Jumat Rapat ini dihadiri oleh Sekretaris Dinas Perumahan Rakyat Dan Kawasan Permukiman Kota Banda Aceh Taufiq Alamsyah S Sos dan Kasubbag Umum Kepegawaian Ichwan SE,rapat paripurna rencana pembangunan jangka menengah RPJM kota banda aceh di gedung DPR kota banda aceh jumat rapat ini dihadiri oleh sekretaris dinas perumahan rakyat dan kawasan permukiman kota banda aceh taufiq alamsyah si sos dan kasubbag umum kepegawaian ichwan SE,positive,0.7783
4178,2017-12-29T12:28:43.000Z,Apapun sikap Partai saat pengesahan Perppu Ormas kesempatan Revisi tetap terbuka bagi partai manapun selama didukung mayoritas Fraksi DPR RI,apapun sikap partai saat pengesahan perppu ormas kesempatan revisi tetap terbuka bagi partai manapun selama didukung mayoritas fraksi DPR RI,positive,0.9081
4179,2017-12-29T12:14:01.000Z,BANDA ACEH Wakil Ketua Komisi III Dewan Perwakilan Rakyat Aceh DPRA Murdani Yusuf mengatakan keterlambatan,BANDA ACEH wakil ketua komisi II dewan perwakilan rakyat aceh DPRA murdani yusuf mengatakan keterlambatan,positive,0.6289
4180,2017-12-29T12:12:32.000Z,Banda Aceh Pemerintah dan Dewan Perwakilan Rakyat Aceh Didorong agar mempercepat pengesahan anggaran,banda aceh pemerintah dan dewan perwakilan rakyat aceh didorong agar mempercepat pengesahan anggaran,negative,-0.296
4181,2017-12-29T11:45:35.000Z,Bupati Agung Ilmu Mangkunegara Serahkan Bantuan BSPS Dan Hadiri Kegiatan Reses Anggota DPR RI Drs H Tamanuri Di,bupati agung ilmu mangkunegara serahkan bantuan BSPS dan hadiri kegiatan reses anggota DPR RI drs h tamanuri di,positive,0.7125
4182,2017-12-29T09:51:05.000Z,Karena wakil rakyat abai terhadap aspirasi rakyat,karena wakil rakyat abai terhadap aspirasi rakyat,negative,-0.5267
4183,2017-12-29T08:31:05.000Z,Jelang Akhri Tahun DPR Tetapkan Empat Raperda Rapat Paripurna Dewan Perwakilan Rakyat Daerah Kabupaten Purworejo Kamis menetapkan rancangan peraturan daerah yang digulirkan mulai tahun Sebelumnya Rapat Paripurna sempat diskors dua,jelang akhri tahun DPR tetapkan empat raperda rapat paripurna dewan perwakilan rakyat daerah kabupaten purworejo kamis menetapkan rancangan peraturan daerah yang digulirkan mulai tahun sebelumnya rapat paripurna sempat diskors dua,positive,0.7184
4184,2017-12-29T08:30:34.000Z,Jelang Akhri Tahun DPR Tetapkan Empat Raperda Rapat Paripurna Dewan Perwakilan Rakyat Daerah Kabupaten Purworejo Kamis menetapkan rancangan peraturan daerah yang digulirkan mulai tahun Sebelumnya Rapat Paripurna sempat diskors dua kali karena tidak kourum atau,jelang akhri tahun DPR tetapkan empat raperda rapat paripurna dewan perwakilan rakyat daerah kabupaten purworejo kamis menetapkan rancangan peraturan daerah yang digulirkan mulai tahun sebelumnya rapat paripurna sempat diskors dua kali karena tidak kourum atau,neutral,0.0
4185,2017-12-29T05:24:13.000Z,Asal ngomong doang fakta dari aceh sd papua kebijakan sarana umum utk kesejahteraan rakyat disediakan,asal mengomong doang fakta dari aceh sd papua kebijakan sarana umum untuk kesejahteraan rakyat disediakan,negative,-0.2023
4186,2017-12-29T04:07:38.000Z,Ingin Kocok Ulang Pimpinan Fokus Tuntaskan RUU MD,ingin kocok ulang pimpinan fokus tuntaskan RUU MD,neutral,0.0
4187,2017-12-29T02:37:29.000Z,Wakil Ketua Baleg DPR RUU Perkelapasawitan Perkuat Daya Saing Di Pasar Global,wakil ketua baleg DPR RUU perkelapasawitan perkuat daya saing di pasar global,neutral,0.0
4188,2017-12-29T02:03:44.000Z,DPR Lanjutkan RUU Kelapa Sawit,DPR lanjutkan RUU kelapa sawit,positive,0.368
4189,2017-12-28T19:28:10.000Z,Sidang Paripurna DPRD Kota Bekasi Sahkan Delapan Perda,sidang paripurna DPRD kota bekasi sahkan delapan perda,negative,-0.2023
4190,2017-12-28T16:26:25.000Z,RUU aja belum beres bang,RUU saja belum beres bang,negative,-0.6289
4191,2017-12-28T15:26:18.000Z,Salah satu penyebab ketimpangan ekonomi sekarang adalah kebijakan masalalu yg menetapkan gaji fasilitas anggota wakil terlalu tinggi diatas umr sdh gitu tiap th naik terus ya pastilah makin lama makin dalam ketimpangan ekonomi antara rakyat biasa dan wakilnya ayo slh siapa,salah satu penyebab ketimpangan ekonomi sekarang adalah kebijakan masalalu yang menetapkan gaji fasilitas anggota wakil terlalu tinggi diatas umr sudah begitu tiap tahu naik terus ya pastilah makin lama makin dalam ketimpangan ekonomi antara rakyat biasa dan wakilnya ayo salah siapa,negative,-0.8078
4192,2017-12-28T12:38:05.000Z,Reses Hari kedua Anggota DPRD Meranti ini Kembali Bagi bagi Sembako SELATPANJANG Kegiatan Reses hari kedua Anggota Dewan Perwakilan Rakyat Daerah DPRD Kabupaten Kepulauan Meranti E Miratna SH pada Kamis sore dilakukan di lingkungan,reses hari kedua anggota DPRD meranti ini kembali bagi bagi sembako SELATPANJANG kegiatan reses hari kedua anggota dewan perwakilan rakyat daerah DPRD kabupaten kepulauan meranti e miratna SH pada kamis sore dilakukan di lingkungan,positive,0.8225
4193,2017-12-28T10:57:07.000Z,Fadli Zon Indonesia Mesti Waspada dengan Kebijakan Pajak AS,fadli zon indonesia mesti waspada dengan kebijakan pajak AS,neutral,0.0
4194,2017-12-28T01:15:35.000Z,Di luar ijin khusus atau tidak masing negara punya kebijakan dan berhak penuh menerima atau menolak WNA yg masuk ke negara mereka termasuk Indonesia,di luar ijin khusus atau tidak masing negara punya kebijakan dan berhak penuh menerima atau menolak WNA yang masuk ke negara mereka termasuk indonesia,negative,-0.802
4195,2017-12-27T15:18:43.000Z,Agenda reses atau kunjungan kerja ke daerah oleh Anggota DPR RI asal Sulawesi Tenggara Sultra Amirul Tamim,agenda reses atau kunjungan kerja ke daerah oleh anggota DPR RI asal sulawesi tenggara sultra amirul tamim,positive,0.3818
4196,2017-12-27T14:54:34.000Z,DMSI mendukung terbitnya RUU Perkelapasawitan,DMSI mendukung terbitnya RUU perkelapasawitan,positive,0.2808
4197,2017-12-27T14:24:11.000Z,Anggota DPR dari Fraksi Partai Keadilan Sejahtera Bpk Drs H Adang Daradjatun menyambangi Masyarakat Sunter,anggota DPR dari fraksi partai keadilan sejahtera bpk drs h adang daradjatun menyambangi masyarakat sunter,negative,-0.2023
4198,2017-12-27T08:04:40.000Z,Komoditas Strategis Layak Dilindungi Undang Undang,komoditas strategis layak dilindungi undang undang,positive,0.6553
4199,2017-12-27T07:22:21.000Z,Anggota DPR Arifinto tertangkap basah menonton video BOKEP saat rapat paripurna DPR Rekannya sendiri merasa marah Ternyata setelah ditelusuri rekannya tersebut marah karena tidak diajak nonton bareng,anggota DPR arifinto tertangkap basah menonton video BOKEP saat rapat paripurna DPR rekannya sendiri merasa marah ternyata setelah ditelusuri rekannya tersebut marah karena tidak diajak menonton bareng,negative,-0.9853
4200,2017-12-27T06:50:00.000Z,Jika RUU LGBT itu gagal disahkan berarti Pancasila keok ditangan wakil Rakyat Berfikir dan bertindaklah sebelum ada akibat yg ditimbulkan dari perilaku Lesbian Gay Biseksual dan Transgender terhadap generasi mendatang,jika RUU LGBT itu gagal disahkan berarti pancasila keok ditangan wakil rakyat berpikir dan bertindaklah sebelum ada akibat yang ditimbulkan dari perilaku lesbian gay biseksual dan transgender terhadap generasi mendatang,negative,-0.4588
4201,2017-12-27T05:18:48.000Z,ga ada pengaruhnya kebijakan pajak si trum amerika disini Indibesia,tidak ada pengaruhnya kebijakan pajak sih trum amerika disini indibesia,negative,-0.7184
4202,2017-12-27T05:15:30.000Z,DPR Revisi UU MD di Januari PDIP Dapat Jatah Kursi Pimpinan DPR RI melalui Badan Legislasi bersama pihak pemerintah segera merampungkan Revisi Undang Undang MPR DPR DPD DPRD UU MD,DPR revisi UU MD di januari PDIP dapat jatah kursi pimpinan DPR RI melalui badan legislasi bersama pihak pemerintah segera merampungkan revisi undang undang MPR DPR DPD DPRD UU MD,positive,0.9512
4203,2017-12-27T05:12:08.000Z,DPR RI melalui Badan Legislasi bersama pihak pemerintah segera merampungkan Revisi Undang Undang MPR DPR DPD DPRD UU MD,DPR RI melalui badan legislasi bersama pihak pemerintah segera merampungkan revisi undang undang MPR DPR DPD DPRD UU MD,positive,0.8986
4204,2017-12-27T03:01:25.000Z,Kebijakan Pajak Trump Bisa Pukul Ekonomi Indonesia,kebijakan pajak trump bisa pukul ekonomi indonesia,positive,0.2023
4205,2017-12-26T09:12:31.000Z,Desember Di penghujung tahun Memanfaatkan waktu reses anggota DPR RI Puskor Hindunesia,desember di penghujung tahun memanfaatkan waktu reses anggota DPR RI puskor hindunesia,neutral,0.0
4206,2017-12-25T10:32:59.000Z,Nanti Klo presiden nya ganti ada kemungkinan di tarik lg gk itu sertifikat? Ganti kebijakan gt,nanti jika presiden nya ganti ada kemungkinan di tarik lagi tidak itu sertifikat ? ganti kebijakan begitu,negative,-0.5267
4207,2017-12-25T08:34:01.000Z,Suara Lidik Today Reses Anggota DPR RI Sosialisasikan NH Aziz di Makassar MAKASSAR,suara lidik today reses anggota DPR RI sosialisasikan INI aziz di makassar MAKASSAR,positive,0.7125
4208,2017-12-25T05:25:02.000Z,Bantu Larasati Sahara dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu larasati sahara dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.7959
4209,2017-12-24T17:24:40.000Z,Sebagai wakil rakyat yang realistis dikit pak Banyak pidato ga jelas juga bisa sejahtera masyarakat Bikin undang undang Napa pak jangan asik ribut ga jelas aja Kasihan masyarakat yg butuh kepastian hukum jadi ga punya kepastian karena wakil kami kayak bapak sibuk cuit cuit,sebagai wakil rakyat yang realistis dikit pak banyak pidato tidak jelas juga bisa sejahtera masyarakat bikin undang undang kenapa pak jangan asik ribut tidak jelas saja kasihan masyarakat yang butuh kepastian hukum jadi tidak punya kepastian karena wakil kami seperti bapak sibuk cuit cuit,negative,-0.9577
4210,2017-12-24T07:53:07.000Z,Lindungi Komiditas Nasional ini DPR RI dukung Baleg Prioritaskan RUU Perkelapasawitan,lindungi komiditas nasional ini DPR RI dukung baleg prioritaskan RUU perkelapasawitan,positive,0.4893
4211,2017-12-24T07:30:18.000Z,Saya kira kita perlu Undang Undang Anti Diskriminasi yang berlaku terhadap diskriminasi terhadap SARA dan gender yang melindungi dari perlakuan berbeda terhadap politik akses pekerjaan pendidikan layanan kesehatan maupun sebagai customer,saya kira kita perlu undang undang anti diskriminasi yang berlaku terhadap diskriminasi terhadap SARA dan gender yang melindungi dari perlakuan berbeda terhadap politik akses pekerjaan pendidikan layanan kesehatan maupun sebagai customer,positive,0.5267
4212,2017-12-24T06:43:58.000Z,Reses DPR RI Bambang Haryo Sambangi Korban Bencana Banjir di Sidoarjo,reses DPR RI bambang haryo sambangi korban bencana banjir di sidoarjo,negative,-0.5766
4213,2017-12-24T04:20:39.000Z,Bantu Lala Maulana dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu lala maulana dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4214,2017-12-24T04:03:09.000Z,Bantu kaharudin k dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu kaharudin ke dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4215,2017-12-24T03:52:12.000Z,Bantu Deni Kurniawan dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu deni kurniawan dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4216,2017-12-24T03:14:19.000Z,DPR RI DPR SEGERA USULKAN RUU ANTI LGBT MEMPERLUAS PENJABARAN KUHP PASAL DAN lewat,DPR RI DPR SEGERA USULKAN RUU ANTI LGBT MEMPERLUAS PENJABARAN KUHP PASAL DAN lewat,positive,0.5267
4217,2017-12-24T02:59:34.000Z,LGBT penyakit menular dan berbahaya membahayakan generasi muda penerus bangsa Berantas LBGT !!,LGBT penyakit menular dan berbahaya membahayakan generasi muda penerus bangsa berantas LBGT ! !,negative,-0.9647
4218,2017-12-24T02:54:27.000Z,Bantu Yenny Suryani dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu yenny suryani dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4219,2017-12-24T02:40:00.000Z,Bantu Restu Suryani dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu restu suryani dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4220,2017-12-24T02:37:20.000Z,Bantu Kristi ningrum dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu kristi ningrum dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4221,2017-12-24T02:13:57.000Z,Bantu Farah Nirmala dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu farah nirmala dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.9312
4222,2017-12-24T02:13:15.000Z,Bantu Arief Rahman Satriyo dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu arief rahman satriyo dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4223,2017-12-24T01:57:20.000Z,Bantu Mieky Yudinata dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu mieky yudinata dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
4224,2017-12-24T01:57:03.000Z,Keselamatan negeri ini ada di ujung jari kita Save our nation save our kids,keselamatan negeri ini ada di ujung jari kita save our nation save our kids,negative,-0.8225
4225,2017-12-24T01:48:14.000Z,Ini salah satu kewajiban wakil rakyat Melindungi rakyat dari penyakit jasmani dan rohani,ini salah satu kewajiban wakil rakyat melindungi rakyat dari penyakit jasmani dan rohani,negative,-0.8225
4226,2017-12-24T01:48:07.000Z,DPR RI DPR SEGERA USULKAN RUU ANTI LGBT DAN MEMPERLUAS PENJABARAN KUHP PASAL DAN Sign lewat,DPR RI DPR SEGERA USULKAN RUU ANTI LGBT DAN MEMPERLUAS PENJABARAN KUHP PASAL DAN sign lewat,positive,0.5267
4227,2017-12-24T01:44:12.000Z,IJIN SHARE Y DPR RI DPR SEGERA USULKAN RUU ANTI LGBT DAN MEMPERLUAS PENJABARAN KUHP PASAL DAN via tolong tandatangani petisi ini y kawan,IJIN SHARE ya DPR RI DPR SEGERA USULKAN RUU ANTI LGBT DAN MEMPERLUAS PENJABARAN KUHP PASAL DAN via tolong tandatangani petisi ini ya kawan,positive,0.7125
4228,2017-12-24T01:25:39.000Z,Bantu Egi Gustiana dapat lebih banyak tanda tangan tanda tangan diperlukan!,bantu egi gustiana dapat lebih banyak tanda tangan tanda tangan diperlukan !,positive,0.8655
