no,timestamp,teks,teks_casefold,teks_token,teks_stopword,teks_stemming,teks_final
4506,2017-12-05T05:01:28.000Z,Wakil Ketua DPR RI Fadli Zon memimpin Rapat Paripurna DPR RI Ke Masa Persidangan II Tahun Sidang Selasa Desember ParipurnaDPR,wakil ketua dpr ri fadli zon memimpin rapat paripurna dpr ri ke masa persidangan ii tahun sidang selasa desember paripurnadpr,"['wakil', 'ketua', 'dpr', 'ri', 'fadli', 'zon', 'memimpin', 'rapat', 'paripurna', 'dpr', 'ri', 'ke', 'masa', 'persidangan', 'ii', 'tahun', 'sidang', 'selasa', 'desember', 'paripurnadpr']","['wakil', 'ketua', 'dpr', 'ri', 'fadli', 'zon', 'memimpin', 'rapat', 'paripurna', 'dpr', 'ri', 'persidangan', 'ii', 'sidang', 'selasa', 'desember', 'paripurnadpr']","['wakil', 'ketua', 'dpr', 'ri', 'fadli', 'zon', 'pimpin', 'rapat', 'paripurna', 'dpr', 'ri', 'sidang', 'ii', 'sidang', 'selasa', 'desember', 'paripurnadpr']",wakil ketua dpr ri fadli zon pimpin rapat paripurna dpr ri sidang ii sidang selasa desember paripurnadpr
4507,2017-12-05T04:57:56.000Z,DPR RI Dukung Rancangan Kebijakan Haji,dpr ri dukung rancangan kebijakan haji,"['dpr', 'ri', 'dukung', 'rancangan', 'kebijakan', 'haji']","['dpr', 'ri', 'dukung', 'rancangan', 'kebijakan', 'haji']","['dpr', 'ri', 'dukung', 'rancang', 'bijak', 'haji']",dpr ri dukung rancang bijak haji
4508,2017-12-05T04:14:29.000Z,DPR yth kami harap DPR RI berkenan memasukkan RUU KUHP dlm prolegnas mengingat urgensi dr RUU tsb Terima kasih dan selamat bersidang,dpr yth kami harap dpr ri berkenan memasukkan ruu kuhp dlm prolegnas mengingat urgensi dr ruu tsb terima kasih dan selamat bersidang,"['dpr', 'yth', 'kami', 'harap', 'dpr', 'ri', 'berkenan', 'memasukkan', 'ruu', 'kuhp', 'dlm', 'prolegnas', 'mengingat', 'urgensi', 'dr', 'ruu', 'tsb', 'terima', 'kasih', 'dan', 'selamat', 'bersidang']","['dpr', 'yth', 'harap', 'dpr', 'ri', 'berkenan', 'memasukkan', 'ruu', 'kuhp', 'dlm', 'prolegnas', 'urgensi', 'dr', 'ruu', 'tsb', 'terima', 'kasih', 'selamat', 'bersidang']","['dpr', 'yth', 'harap', 'dpr', 'ri', 'kenan', 'masuk', 'ruu', 'kuhp', 'dlm', 'prolegnas', 'urgensi', 'dr', 'ruu', 'tsb', 'terima', 'kasih', 'selamat', 'sidang']",dpr yth harap dpr ri kenan masuk ruu kuhp dlm prolegnas urgensi dr ruu tsb terima kasih selamat sidang
4509,2017-12-05T04:07:49.000Z,Paripurna Supratman sulteng baleg dg Pemerintah dan DPR RI sdh merencanakan ada RUU masuk prioritas tahun,paripurna supratman sulteng baleg dg pemerintah dan dpr ri sdh merencanakan ada ruu masuk prioritas tahun,"['paripurna', 'supratman', 'sulteng', 'baleg', 'dg', 'pemerintah', 'dan', 'dpr', 'ri', 'sdh', 'merencanakan', 'ada', 'ruu', 'masuk', 'prioritas', 'tahun']","['paripurna', 'supratman', 'sulteng', 'baleg', 'dg', 'pemerintah', 'dpr', 'ri', 'sdh', 'merencanakan', 'ruu', 'masuk', 'prioritas']","['paripurna', 'supratman', 'sulteng', 'baleg', 'dg', 'perintah', 'dpr', 'ri', 'sdh', 'rencana', 'ruu', 'masuk', 'prioritas']",paripurna supratman sulteng baleg dg perintah dpr ri sdh rencana ruu masuk prioritas
4510,2017-12-05T04:07:10.000Z,Paripurna Supratman sulteng hny RUU baru baik dr pemerintah DPR RI yaitu pngwasan obat dan mkanan penyadapan dan sistem pendidikan kedokteran,paripurna supratman sulteng hny ruu baru baik dr pemerintah dpr ri yaitu pngwasan obat dan mkanan penyadapan dan sistem pendidikan kedokteran,"['paripurna', 'supratman', 'sulteng', 'hny', 'ruu', 'baru', 'baik', 'dr', 'pemerintah', 'dpr', 'ri', 'yaitu', 'pngwasan', 'obat', 'dan', 'mkanan', 'penyadapan', 'dan', 'sistem', 'pendidikan', 'kedokteran']","['paripurna', 'supratman', 'sulteng', 'hny', 'ruu', 'dr', 'pemerintah', 'dpr', 'ri', 'pngwasan', 'obat', 'mkanan', 'penyadapan', 'sistem', 'pendidikan', 'kedokteran']","['paripurna', 'supratman', 'sulteng', 'hny', 'ruu', 'dr', 'perintah', 'dpr', 'ri', 'pngwasan', 'obat', 'mkanan', 'sadap', 'sistem', 'didik', 'dokter']",paripurna supratman sulteng hny ruu dr perintah dpr ri pngwasan obat mkanan sadap sistem didik dokter
4511,2017-12-05T02:24:44.000Z,Boleh dicoba ha ha ha Anggota DPR nya biar kerja nggak nggantuk terus rajin bersemangat cepat merampungkan RUU utk segera disyahkan diberi target penyelesaiannya gitu tidak bermalasmalasan krn hanya menghabiskan uang rakyat aja,boleh dicoba ha ha ha anggota dpr nya biar kerja nggak nggantuk terus rajin bersemangat cepat merampungkan ruu utk segera disyahkan diberi target penyelesaiannya gitu tidak bermalasmalasan krn hanya menghabiskan uang rakyat aja,"['boleh', 'dicoba', 'ha', 'ha', 'ha', 'anggota', 'dpr', 'nya', 'biar', 'kerja', 'nggak', 'nggantuk', 'terus', 'rajin', 'bersemangat', 'cepat', 'merampungkan', 'ruu', 'utk', 'segera', 'disyahkan', 'diberi', 'target', 'penyelesaiannya', 'gitu', 'tidak', 'bermalasmalasan', 'krn', 'hanya', 'menghabiskan', 'uang', 'rakyat', 'aja']","['dicoba', 'ha', 'ha', 'ha', 'anggota', 'dpr', 'biar', 'kerja', 'nggak', 'nggantuk', 'rajin', 'bersemangat', 'cepat', 'merampungkan', 'ruu', 'disyahkan', 'target', 'penyelesaiannya', 'gitu', 'bermalasmalasan', 'krn', 'menghabiskan', 'uang', 'rakyat']","['coba', 'ha', 'ha', 'ha', 'anggota', 'dpr', 'biar', 'kerja', 'nggak', 'nggantuk', 'rajin', 'semangat', 'cepat', 'rampung', 'ruu', 'syah', 'target', 'selesai', 'gitu', 'bermalasmalasan', 'krn', 'habis', 'uang', 'rakyat']",coba ha ha ha anggota dpr biar kerja nggak nggantuk rajin semangat cepat rampung ruu syah target selesai gitu bermalasmalasan krn habis uang rakyat
4512,2017-12-05T01:51:31.000Z,Pagi ini Rapat Paripurna DPR RI Akan Bacakan Surat Penunjukan Calon Panglima TNI,pagi ini rapat paripurna dpr ri akan bacakan surat penunjukan calon panglima tni,"['pagi', 'ini', 'rapat', 'paripurna', 'dpr', 'ri', 'akan', 'bacakan', 'surat', 'penunjukan', 'calon', 'panglima', 'tni']","['pagi', 'rapat', 'paripurna', 'dpr', 'ri', 'bacakan', 'surat', 'penunjukan', 'calon', 'panglima', 'tni']","['pagi', 'rapat', 'paripurna', 'dpr', 'ri', 'baca', 'surat', 'tunjuk', 'calon', 'panglima', 'tni']",pagi rapat paripurna dpr ri baca surat tunjuk calon panglima tni
4513,2017-12-05T01:39:04.000Z,Agenda DPR Selasa Pukul WIB Baleg DPR Rapat Pleno RUU SSKCKRKE agendaDPR,agenda dpr selasa pukul wib baleg dpr rapat pleno ruu sskckrke agendadpr,"['agenda', 'dpr', 'selasa', 'pukul', 'wib', 'baleg', 'dpr', 'rapat', 'pleno', 'ruu', 'sskckrke', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'baleg', 'dpr', 'rapat', 'pleno', 'ruu', 'sskckrke', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'baleg', 'dpr', 'rapat', 'pleno', 'ruu', 'sskckrke', 'agendadpr']",agenda dpr selasa wib baleg dpr rapat pleno ruu sskckrke agendadpr
4514,2017-12-05T01:37:00.000Z,Agenda DPR Selasa Pukul WIB Rapat Panja RUU SSKCKRKE Komisi X DPR RI agendaDPR,agenda dpr selasa pukul wib rapat panja ruu sskckrke komisi x dpr ri agendadpr,"['agenda', 'dpr', 'selasa', 'pukul', 'wib', 'rapat', 'panja', 'ruu', 'sskckrke', 'komisi', 'x', 'dpr', 'ri', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'rapat', 'panja', 'ruu', 'sskckrke', 'komisi', 'x', 'dpr', 'ri', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'rapat', 'panja', 'ruu', 'sskckrke', 'komisi', 'x', 'dpr', 'ri', 'agendadpr']",agenda dpr selasa wib rapat panja ruu sskckrke komisi x dpr ri agendadpr
4515,2017-12-05T01:36:24.000Z,Agenda DPR Selasa Pukul WIB Rapat Paripurna DPR RI Ke Masa Persidangan II Tahun Sidang agendaDPR,agenda dpr selasa pukul wib rapat paripurna dpr ri ke masa persidangan ii tahun sidang agendadpr,"['agenda', 'dpr', 'selasa', 'pukul', 'wib', 'rapat', 'paripurna', 'dpr', 'ri', 'ke', 'masa', 'persidangan', 'ii', 'tahun', 'sidang', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'rapat', 'paripurna', 'dpr', 'ri', 'persidangan', 'ii', 'sidang', 'agendadpr']","['agenda', 'dpr', 'selasa', 'wib', 'rapat', 'paripurna', 'dpr', 'ri', 'sidang', 'ii', 'sidang', 'agendadpr']",agenda dpr selasa wib rapat paripurna dpr ri sidang ii sidang agendadpr
4516,2017-12-05T00:40:18.000Z,Yg lebih mendesak RUU KUHAP RUU KUHP hrs segra disahkan DPR RI,yg lebih mendesak ruu kuhap ruu kuhp hrs segra disahkan dpr ri,"['yg', 'lebih', 'mendesak', 'ruu', 'kuhap', 'ruu', 'kuhp', 'hrs', 'segra', 'disahkan', 'dpr', 'ri']","['mendesak', 'ruu', 'kuhap', 'ruu', 'kuhp', 'hrs', 'segra', 'disahkan', 'dpr', 'ri']","['desak', 'ruu', 'hap', 'ruu', 'kuhp', 'hrs', 'segra', 'sah', 'dpr', 'ri']",desak ruu hap ruu kuhp hrs segra sah dpr ri
4517,2017-12-04T23:37:39.000Z,Hari ini gelar rapat paripurna Salah satu agendanya membacakan surat dari Presiden Jokowi Widodo tentang pergantian Panglima TNI Gatot Nurmantyo PanglimaTNI PanglimaTNIBaru EraId EraIndonesia,hari ini gelar rapat paripurna salah satu agendanya membacakan surat dari presiden jokowi widodo tentang pergantian panglima tni gatot nurmantyo panglimatni panglimatnibaru eraid eraindonesia,"['hari', 'ini', 'gelar', 'rapat', 'paripurna', 'salah', 'satu', 'agendanya', 'membacakan', 'surat', 'dari', 'presiden', 'jokowi', 'widodo', 'tentang', 'pergantian', 'panglima', 'tni', 'gatot', 'nurmantyo', 'panglimatni', 'panglimatnibaru', 'eraid', 'eraindonesia']","['gelar', 'rapat', 'paripurna', 'salah', 'agendanya', 'membacakan', 'surat', 'presiden', 'jokowi', 'widodo', 'pergantian', 'panglima', 'tni', 'gatot', 'nurmantyo', 'panglimatni', 'panglimatnibaru', 'eraid', 'eraindonesia']","['gelar', 'rapat', 'paripurna', 'salah', 'agenda', 'baca', 'surat', 'presiden', 'jokowi', 'widodo', 'ganti', 'panglima', 'tni', 'gatot', 'nurmantyo', 'panglimatni', 'panglimatnibaru', 'eraid', 'eraindonesia']",gelar rapat paripurna salah agenda baca surat presiden jokowi widodo ganti panglima tni gatot nurmantyo panglimatni panglimatnibaru eraid eraindonesia
4518,2017-12-04T22:36:25.000Z,Senin Bersama Wakil Ketua dan menyelenggarakan Rapat Pimpinan membahas agenda penting menjelang Rapat Paripurna yang akan diselenggarakan hari ini Selasa,senin bersama wakil ketua dan menyelenggarakan rapat pimpinan membahas agenda penting menjelang rapat paripurna yang akan diselenggarakan hari ini selasa,"['senin', 'bersama', 'wakil', 'ketua', 'dan', 'menyelenggarakan', 'rapat', 'pimpinan', 'membahas', 'agenda', 'penting', 'menjelang', 'rapat', 'paripurna', 'yang', 'akan', 'diselenggarakan', 'hari', 'ini', 'selasa']","['senin', 'wakil', 'ketua', 'menyelenggarakan', 'rapat', 'pimpinan', 'membahas', 'agenda', 'menjelang', 'rapat', 'paripurna', 'diselenggarakan', 'selasa']","['senin', 'wakil', 'ketua', 'selenggara', 'rapat', 'pimpin', 'bahas', 'agenda', 'jelang', 'rapat', 'paripurna', 'selenggara', 'selasa']",senin wakil ketua selenggara rapat pimpin bahas agenda jelang rapat paripurna selenggara selasa
4519,2017-12-04T16:09:40.000Z,Alhamdulillah DPR RI dgn pemerintah telah menyelesaikan pembahasan RUU Kepalangmerahan selanjutnya di bawa di tingkat I dan tingkat II paripurna untuk diundangkan Terimakasih kpd semua pihak yg membantu terselesaikannya RUU ini,alhamdulillah dpr ri dgn pemerintah telah menyelesaikan pembahasan ruu kepalangmerahan selanjutnya di bawa di tingkat i dan tingkat ii paripurna untuk diundangkan terimakasih kpd semua pihak yg membantu terselesaikannya ruu ini,"['alhamdulillah', 'dpr', 'ri', 'dgn', 'pemerintah', 'telah', 'menyelesaikan', 'pembahasan', 'ruu', 'kepalangmerahan', 'selanjutnya', 'di', 'bawa', 'di', 'tingkat', 'i', 'dan', 'tingkat', 'ii', 'paripurna', 'untuk', 'diundangkan', 'terimakasih', 'kpd', 'semua', 'pihak', 'yg', 'membantu', 'terselesaikannya', 'ruu', 'ini']","['alhamdulillah', 'dpr', 'ri', 'dgn', 'pemerintah', 'menyelesaikan', 'pembahasan', 'ruu', 'kepalangmerahan', 'bawa', 'tingkat', 'i', 'tingkat', 'ii', 'paripurna', 'diundangkan', 'terimakasih', 'kpd', 'membantu', 'terselesaikannya', 'ruu']","['alhamdulillah', 'dpr', 'ri', 'dgn', 'perintah', 'selesai', 'bahas', 'ruu', 'kepalangmerahan', 'bawa', 'tingkat', 'i', 'tingkat', 'ii', 'paripurna', 'undang', 'terimakasih', 'kpd', 'bantu', 'selesai', 'ruu']",alhamdulillah dpr ri dgn perintah selesai bahas ruu kepalangmerahan bawa tingkat i tingkat ii paripurna undang terimakasih kpd bantu selesai ruu
4520,2017-12-04T15:37:02.000Z,Bos bos anggota DPR dan ketua wakil ketua saya mau tanya kenapa itu RUU Penyiaran dari jaman menteri Pak Tifatul sampai sekarang ngga kelar kelar kenapa ya?,bos bos anggota dpr dan ketua wakil ketua saya mau tanya kenapa itu ruu penyiaran dari jaman menteri pak tifatul sampai sekarang ngga kelar kelar kenapa ya?,"['bos', 'bos', 'anggota', 'dpr', 'dan', 'ketua', 'wakil', 'ketua', 'saya', 'mau', 'tanya', 'kenapa', 'itu', 'ruu', 'penyiaran', 'dari', 'jaman', 'menteri', 'pak', 'tifatul', 'sampai', 'sekarang', 'ngga', 'kelar', 'kelar', 'kenapa', 'ya', '?']","['bos', 'bos', 'anggota', 'dpr', 'ketua', 'wakil', 'ketua', 'ruu', 'penyiaran', 'jaman', 'menteri', 'tifatul', 'ngga', 'kelar', 'kelar', 'ya', '?']","['bos', 'bos', 'anggota', 'dpr', 'ketua', 'wakil', 'ketua', 'ruu', 'siar', 'jaman', 'menteri', 'tifatul', 'ngga', 'kelar', 'kelar', 'ya', '']",bos bos anggota dpr ketua wakil ketua ruu siar jaman menteri tifatul ngga kelar kelar ya 
4521,2017-12-04T14:13:20.000Z,Seperti tak punya wakil rakyat saja bawa wakil rakyatmu mendampingi lapor di kepolisian pasti ogah karena perlu biaya ya?apa guns wakil rakyat?kebijakan pemerintah lah siapa yg masarin siapa yg jual seperti tak tahu saja banyak diaeler nakal gas subsidi di ganti yg prabayar,seperti tak punya wakil rakyat saja bawa wakil rakyatmu mendampingi lapor di kepolisian pasti ogah karena perlu biaya ya?apa guns wakil rakyat?kebijakan pemerintah lah siapa yg masarin siapa yg jual seperti tak tahu saja banyak diaeler nakal gas subsidi di ganti yg prabayar,"['seperti', 'tak', 'punya', 'wakil', 'rakyat', 'saja', 'bawa', 'wakil', 'rakyatmu', 'mendampingi', 'lapor', 'di', 'kepolisian', 'pasti', 'ogah', 'karena', 'perlu', 'biaya', 'ya', '?', 'apa', 'guns', 'wakil', 'rakyat', '?', 'kebijakan', 'pemerintah', 'lah', 'siapa', 'yg', 'masarin', 'siapa', 'yg', 'jual', 'seperti', 'tak', 'tahu', 'saja', 'banyak', 'diaeler', 'nakal', 'gas', 'subsidi', 'di', 'ganti', 'yg', 'prabayar']","['wakil', 'rakyat', 'bawa', 'wakil', 'rakyatmu', 'mendampingi', 'lapor', 'kepolisian', 'ogah', 'biaya', 'ya', '?', 'guns', 'wakil', 'rakyat', '?', 'kebijakan', 'pemerintah', 'masarin', 'jual', 'diaeler', 'nakal', 'gas', 'subsidi', 'ganti', 'prabayar']","['wakil', 'rakyat', 'bawa', 'wakil', 'rakyat', 'damping', 'lapor', 'polisi', 'ogah', 'biaya', 'ya', '', 'guns', 'wakil', 'rakyat', '', 'bijak', 'perintah', 'masarin', 'jual', 'diaeler', 'nakal', 'gas', 'subsidi', 'ganti', 'prabayar']",wakil rakyat bawa wakil rakyat damping lapor polisi ogah biaya ya  guns wakil rakyat  bijak perintah masarin jual diaeler nakal gas subsidi ganti prabayar
4522,2017-12-04T12:46:02.000Z,Panja RUU Kepalangmerahan Soroti Keterlibatan Ormas DPRQuotes,panja ruu kepalangmerahan soroti keterlibatan ormas dprquotes,"['panja', 'ruu', 'kepalangmerahan', 'soroti', 'keterlibatan', 'ormas', 'dprquotes']","['panja', 'ruu', 'kepalangmerahan', 'soroti', 'keterlibatan', 'ormas', 'dprquotes']","['panja', 'ruu', 'kepalangmerahan', 'sorot', 'libat', 'ormas', 'dprquotes']",panja ruu kepalangmerahan sorot libat ormas dprquotes
4523,2017-12-04T12:03:02.000Z,Kebijakan Bebas Visa Tidak Datangkan Wisatawan Secara Signifikan DPRQuotes,kebijakan bebas visa tidak datangkan wisatawan secara signifikan dprquotes,"['kebijakan', 'bebas', 'visa', 'tidak', 'datangkan', 'wisatawan', 'secara', 'signifikan', 'dprquotes']","['kebijakan', 'bebas', 'visa', 'datangkan', 'wisatawan', 'signifikan', 'dprquotes']","['bijak', 'bebas', 'visa', 'datang', 'wisatawan', 'signifikan', 'dprquotes']",bijak bebas visa datang wisatawan signifikan dprquotes
4524,2017-12-04T12:02:01.000Z,Kebijakan Bebas Visa Berdampak Positif dan Negatif DPRQuotes,kebijakan bebas visa berdampak positif dan negatif dprquotes,"['kebijakan', 'bebas', 'visa', 'berdampak', 'positif', 'dan', 'negatif', 'dprquotes']","['kebijakan', 'bebas', 'visa', 'berdampak', 'positif', 'negatif', 'dprquotes']","['bijak', 'bebas', 'visa', 'dampak', 'positif', 'negatif', 'dprquotes']",bijak bebas visa dampak positif negatif dprquotes
4525,2017-12-04T11:57:02.000Z,RUU Serah Simpan Karya Cetak Karya Rekam dan Karya Elektronik Diharmonisasi Baleg DPRQuotes,ruu serah simpan karya cetak karya rekam dan karya elektronik diharmonisasi baleg dprquotes,"['ruu', 'serah', 'simpan', 'karya', 'cetak', 'karya', 'rekam', 'dan', 'karya', 'elektronik', 'diharmonisasi', 'baleg', 'dprquotes']","['ruu', 'serah', 'simpan', 'karya', 'cetak', 'karya', 'rekam', 'karya', 'elektronik', 'diharmonisasi', 'baleg', 'dprquotes']","['ruu', 'serah', 'simpan', 'karya', 'cetak', 'karya', 'rekam', 'karya', 'elektronik', 'harmonisasi', 'baleg', 'dprquotes']",ruu serah simpan karya cetak karya rekam karya elektronik harmonisasi baleg dprquotes
4526,2017-12-04T11:38:02.000Z,Baleg Harmonisasi RUU Kebidanan DPRQuotes,baleg harmonisasi ruu kebidanan dprquotes,"['baleg', 'harmonisasi', 'ruu', 'kebidanan', 'dprquotes']","['baleg', 'harmonisasi', 'ruu', 'kebidanan', 'dprquotes']","['baleg', 'harmonisasi', 'ruu', 'bidan', 'dprquotes']",baleg harmonisasi ruu bidan dprquotes
4527,2017-12-04T11:15:02.000Z,Kebijakan Non Intervensi Karakteristik Negara Asean DPRQuotes,kebijakan non intervensi karakteristik negara asean dprquotes,"['kebijakan', 'non', 'intervensi', 'karakteristik', 'negara', 'asean', 'dprquotes']","['kebijakan', 'non', 'intervensi', 'karakteristik', 'negara', 'asean', 'dprquotes']","['bijak', 'non', 'intervensi', 'karakteristik', 'negara', 'asean', 'dprquotes']",bijak non intervensi karakteristik negara asean dprquotes
4528,2017-12-03T05:57:55.000Z,PP Lembaga Pendidikan Ma arif NU zainal Arifin Junaidi mendesak Dewan Perwakilan Rakyat DPR dan pemerintah segera membahas dan mengesahkan Rancangan Undang Undang Lembaga Pendidikan Keagamaan dan Pesantren LPKP RUU LPKP menjadi Undang Undang,pp lembaga pendidikan ma arif nu zainal arifin junaidi mendesak dewan perwakilan rakyat dpr dan pemerintah segera membahas dan mengesahkan rancangan undang undang lembaga pendidikan keagamaan dan pesantren lpkp ruu lpkp menjadi undang undang,"['pp', 'lembaga', 'pendidikan', 'ma', 'arif', 'nu', 'zainal', 'arifin', 'junaidi', 'mendesak', 'dewan', 'perwakilan', 'rakyat', 'dpr', 'dan', 'pemerintah', 'segera', 'membahas', 'dan', 'mengesahkan', 'rancangan', 'undang', 'undang', 'lembaga', 'pendidikan', 'keagamaan', 'dan', 'pesantren', 'lpkp', 'ruu', 'lpkp', 'menjadi', 'undang', 'undang']","['pp', 'lembaga', 'pendidikan', 'ma', 'arif', 'nu', 'zainal', 'arifin', 'junaidi', 'mendesak', 'dewan', 'perwakilan', 'rakyat', 'dpr', 'pemerintah', 'membahas', 'mengesahkan', 'rancangan', 'undang', 'undang', 'lembaga', 'pendidikan', 'keagamaan', 'pesantren', 'lpkp', 'ruu', 'lpkp', 'undang', 'undang']","['pp', 'lembaga', 'didik', 'ma', 'arif', 'nu', 'zainal', 'arifin', 'junaidi', 'desak', 'dewan', 'wakil', 'rakyat', 'dpr', 'perintah', 'bahas', 'kesah', 'rancang', 'undang', 'undang', 'lembaga', 'didik', 'agama', 'pesantren', 'lpkp', 'ruu', 'lpkp', 'undang', 'undang']",pp lembaga didik ma arif nu zainal arifin junaidi desak dewan wakil rakyat dpr perintah bahas kesah rancang undang undang lembaga didik agama pesantren lpkp ruu lpkp undang undang
4529,2017-12-03T00:35:25.000Z,Hasil Harmonisasi dan Sinkronisasi Badan Legislasi dengan Pengusul Komisi IX DPR RI Tentang RUU Kebidanan Selanjutnya pembahasan RUU tersebut di serahkan kepada Komisi IX untuk di bahas,hasil harmonisasi dan sinkronisasi badan legislasi dengan pengusul komisi ix dpr ri tentang ruu kebidanan selanjutnya pembahasan ruu tersebut di serahkan kepada komisi ix untuk di bahas,"['hasil', 'harmonisasi', 'dan', 'sinkronisasi', 'badan', 'legislasi', 'dengan', 'pengusul', 'komisi', 'ix', 'dpr', 'ri', 'tentang', 'ruu', 'kebidanan', 'selanjutnya', 'pembahasan', 'ruu', 'tersebut', 'di', 'serahkan', 'kepada', 'komisi', 'ix', 'untuk', 'di', 'bahas']","['hasil', 'harmonisasi', 'sinkronisasi', 'badan', 'legislasi', 'pengusul', 'komisi', 'ix', 'dpr', 'ri', 'ruu', 'kebidanan', 'pembahasan', 'ruu', 'serahkan', 'komisi', 'ix', 'bahas']","['hasil', 'harmonisasi', 'sinkronisasi', 'badan', 'legislasi', 'usul', 'komisi', 'ix', 'dpr', 'ri', 'ruu', 'bidan', 'bahas', 'ruu', 'serah', 'komisi', 'ix', 'bahas']",hasil harmonisasi sinkronisasi badan legislasi usul komisi ix dpr ri ruu bidan bahas ruu serah komisi ix bahas
4530,2017-12-03T00:12:00.000Z,Menerima audiensi temen temen mahasiswa UI Program Pendidikn Magister Fakultas Ilmu Keperawatan Kami sharing seputar kesehatan mulai dari kebijakan tugas dan fungsi alat kelengkapan dewan serta capaian capaian Komisi IX DPR RI khusunya bidang kesehatan ui DPR hasanbasri,menerima audiensi temen temen mahasiswa ui program pendidikn magister fakultas ilmu keperawatan kami sharing seputar kesehatan mulai dari kebijakan tugas dan fungsi alat kelengkapan dewan serta capaian capaian komisi ix dpr ri khusunya bidang kesehatan ui dpr hasanbasri,"['menerima', 'audiensi', 'temen', 'temen', 'mahasiswa', 'ui', 'program', 'pendidikn', 'magister', 'fakultas', 'ilmu', 'keperawatan', 'kami', 'sharing', 'seputar', 'kesehatan', 'mulai', 'dari', 'kebijakan', 'tugas', 'dan', 'fungsi', 'alat', 'kelengkapan', 'dewan', 'serta', 'capaian', 'capaian', 'komisi', 'ix', 'dpr', 'ri', 'khusunya', 'bidang', 'kesehatan', 'ui', 'dpr', 'hasanbasri']","['menerima', 'audiensi', 'temen', 'temen', 'mahasiswa', 'ui', 'program', 'pendidikn', 'magister', 'fakultas', 'ilmu', 'keperawatan', 'sharing', 'seputar', 'kesehatan', 'kebijakan', 'tugas', 'fungsi', 'alat', 'kelengkapan', 'dewan', 'capaian', 'capaian', 'komisi', 'ix', 'dpr', 'ri', 'khusunya', 'bidang', 'kesehatan', 'ui', 'dpr', 'hasanbasri']","['terima', 'audiensi', 'temen', 'temen', 'mahasiswa', 'ui', 'program', 'pendidikn', 'magister', 'fakultas', 'ilmu', 'awat', 'sharing', 'putar', 'sehat', 'bijak', 'tugas', 'fungsi', 'alat', 'lengkap', 'dewan', 'capai', 'capai', 'komisi', 'ix', 'dpr', 'ri', 'khusunya', 'bidang', 'sehat', 'ui', 'dpr', 'hasanbasri']",terima audiensi temen temen mahasiswa ui program pendidikn magister fakultas ilmu awat sharing putar sehat bijak tugas fungsi alat lengkap dewan capai capai komisi ix dpr ri khusunya bidang sehat ui dpr hasanbasri
4531,2017-12-02T15:08:44.000Z,Reses Anggota DPR RI di Siak Serahkan Bantuan Motor Truk Sampah,reses anggota dpr ri di siak serahkan bantuan motor truk sampah,"['reses', 'anggota', 'dpr', 'ri', 'di', 'siak', 'serahkan', 'bantuan', 'motor', 'truk', 'sampah']","['reses', 'anggota', 'dpr', 'ri', 'siak', 'serahkan', 'bantuan', 'motor', 'truk', 'sampah']","['reses', 'anggota', 'dpr', 'ri', 'siak', 'serah', 'bantu', 'motor', 'truk', 'sampah']",reses anggota dpr ri siak serah bantu motor truk sampah
4532,2017-12-02T14:38:38.000Z,Anda terlihat pintar bermain kata debat tapi anda blm terlihat pintar merealisasikan janji sbg wakil rakyat yg sebagian besar merasakan hidup bertambah sulit utk disampaikan ke pemerintah bukan hanya pro semua kebijakan,anda terlihat pintar bermain kata debat tapi anda blm terlihat pintar merealisasikan janji sbg wakil rakyat yg sebagian besar merasakan hidup bertambah sulit utk disampaikan ke pemerintah bukan hanya pro semua kebijakan,"['anda', 'terlihat', 'pintar', 'bermain', 'kata', 'debat', 'tapi', 'anda', 'blm', 'terlihat', 'pintar', 'merealisasikan', 'janji', 'sbg', 'wakil', 'rakyat', 'yg', 'sebagian', 'besar', 'merasakan', 'hidup', 'bertambah', 'sulit', 'utk', 'disampaikan', 'ke', 'pemerintah', 'bukan', 'hanya', 'pro', 'semua', 'kebijakan']","['pintar', 'bermain', 'debat', 'blm', 'pintar', 'merealisasikan', 'janji', 'sbg', 'wakil', 'rakyat', 'merasakan', 'hidup', 'bertambah', 'sulit', 'pemerintah', 'pro', 'kebijakan']","['pintar', 'main', 'debat', 'blm', 'pintar', 'realisasi', 'janji', 'sbg', 'wakil', 'rakyat', 'rasa', 'hidup', 'tambah', 'sulit', 'perintah', 'pro', 'bijak']",pintar main debat blm pintar realisasi janji sbg wakil rakyat rasa hidup tambah sulit perintah pro bijak
4533,2017-12-02T13:55:22.000Z,Kunjungan Kerja Reses Anggota DPR RI di Siak,kunjungan kerja reses anggota dpr ri di siak,"['kunjungan', 'kerja', 'reses', 'anggota', 'dpr', 'ri', 'di', 'siak']","['kunjungan', 'kerja', 'reses', 'anggota', 'dpr', 'ri', 'siak']","['kunjung', 'kerja', 'reses', 'anggota', 'dpr', 'ri', 'siak']",kunjung kerja reses anggota dpr ri siak
