no,teks_processed,base_score_inset,compound_score,sentiment
2963,okezone jokowi serah nama kapolri belum reses DPR masa reses DPR RI dan folow,2.0,0.38181916792267817,positive
2964,surya news jokowi serah nama kapolri belum reses DPR masa reses DPR RI dan juga libur lebaran idul fit,9.0,0.8806721767742777,positive
2965,mexc jokowi serah nama kapolri belum reses DPR masa reses DPR RI dan juga libu t cowok macau_meximas,2.0,0.38181916792267817,positive
2966,spirit dalam RUU tangan dan cegah tindakan pidana terorisme,9.0,0.8806721767742777,positive
2967,spirit dalam RUU tangan dan cegah tindakan pidana terorisme tiga spirit bahas RUU tindakan pidan,14.0,0.9450887908327322,positive
2968,tribunnasional spirit dalam RUU tangan dan cegah tindakan pidana terorisme,9.0,0.8806721767742777,positive
2969,surya news spirit dalam RUU tangan dan cegah tindakan pidana terorisme tiga spirit bahas RUU,11.0,0.9152773258948753,positive
2970,spirit dalam RUU tangan dan cegah tindakan pidana terorisme beritanegara,9.0,0.8806721767742777,positive
2971,pansus DPR tekan spirit dalam RUU berantas terorisme,4.0,0.6369499429264264,positive
2972,agenda DPR senin pukul WIB komisi XI rapat panja RUU tax amnesty agendadpr,5.0,0.7184212081070996,positive
2973,tau anda pertanggungjawaban jawab siapa pancasila sila ke ? kebijakan bank pihak sama yang lemah apa sama yang kuat ?,-3.0,-0.5573704017131538,negative
2974,paradoks berantas politik uang UU pilkada dewan wakil rakyat DPR dalam rapat paripurna yang dige,-4.0,-0.6369499429264264,negative
2975,dewan wakil rakyat DPR dalam rapat paripurna yang gelar pada juni lalu telah sepakat setu,3.0,0.5267415375673765,positive
2976,antara paradoks berantas politik uang UU pilkada dewan wakil rakyat DPR dalam rapat paripurna,1.0,0.20228869496966945,positive
2977,amat seperti dan ronny bako mulai tanya tanya apakah ada niat baik,15.0,0.949394932534296,positive
2978,DPR takut teman ahok DPR RI lalu undang undang UU pilkada usaha untuk jegal calon tahana gubern,9.0,0.8806721767742777,positive
2979,DPR RI lalu undang undang UU pilkada usaha untuk jegal calon tahana gubernur DKI jakarta basuki,8.0,0.8555415792658776,positive
2980,retweet followme DPR takut teman ahok DPR RI lalu undang undang UU pilkada usah newsupdate today,3.0,0.5267415375673765,positive
2981,kundapil rupa reses yang pelaksanaan di masa sidang selalu ada hal baru kaya hati alhamdulillah,8.0,0.8555415792658776,positive
2982,komisi yudisial harap rancangan undang undang jabatan hakim RUU SAJA yang kini tengah bahas di DPR RI me,9.0,0.8806721767742777,positive
2983,bahas RUU pilkada di DPR RI jalan lancar dan kondusif,6.0,0.7782533221506259,positive
2984,RUU sisbuk pengaturan krusial perlu diskusi wakil rakyat pemerintah,2.0,0.38181916792267817,positive
2985,lukman edy bahas RUU pilkada jalan lancar dan kondusif wakil ketua DPR RI lukm jitunews nasional,6.0,0.7782533221506259,positive
2986,revisi undang undang pilkada yang sudah ketok palu oleh DPR RI banyak tentang banyak pihak,6.0,0.7782533221506259,positive
2987,venztime revisi undang undang pilkada yang sudah ketok palu oleh DPR RI banyak tentang banyak pihak,6.0,0.7782533221506259,positive
2988,wakil rakyat sudah harus cepat bahas RUU lindung guru,10.0,0.9000703207408192,positive
2989,jika wakil rakyat atau politis ikut dzolim ga ? biar kebijakan sebut,1.0,0.17785756046362944,positive
2990,jadi inti tugas satpol PP bukan pihak yang dzhalim bukan tetapi yang keluar bijak yang harus nilai dzhalim,-24.0,-0.9677562132054092,negative
2991,masih alot bahas RUU ampun pajak atau tax amnesty di gedung DPR buat produk legislasi itu su,3.0,0.5267415375673765,positive
2992,kapan RUU arsitek lahir undang bagai UU arsitek ?,5.0,0.709560194985489,positive
2993,sudah sekitar tiga minggu pemerintah dan anggota DPR bahas RUU tax amnesty bagaimana progres kini ?,5.0,0.709560194985489,positive
2994,intip kembang rapat bahas RUU tax amnesty sudah sekitar tiga minggu pemerintah dan anggota DPR bahas RUU tax amnes,8.0,0.8555415792658776,positive
2995,kemnakerri damping kunker komisi IX ke BLK lombok timur dalam rangka serap aspirasi RUU PPILN jumat,9.0,0.8806721767742777,positive
2996,eaa sampai kapan gantung sejahtera rakyat oleh ?,0.0,-0.02581128664598337,neutral
2997,masih ada alas untuk tunda nunda taxamnesty ?,4.0,0.6248933269389457,positive
2998,sandra moniaga perlu ada baharu kebijakan nasional kena RUU PPMHA dan bentuk satgas PP MHA,10.0,0.9000703207408192,positive
2999,THR tenaga ahli DPR jadi tanggungjawab anggota DPR masing karena anggota DPR terima uang reses,-3.0,-0.5267415375673765,negative
3000,RUU tax amnesty yang pengolahan ingin segera oleh pemerintah agak tidak perlu lanjut oleh DPR RI notaxamnesty,-3.0,-0.8218436762651465,negative
3001,RUU terorisme anggota DPR cabut kewarnegaraan itu langgar HAM RUU terorisme,-10.0,-0.9000703207408192,negative
3002,topik takar plus minus revisi RUU pilkada now bincang sama lukman edy wakil ketua komisi II DPR RI,10.0,0.9000703207408192,positive
3003,saat ini langsung raker kemenpar dhn komisi kali bahas tentang RKA ke l dalam RUU APBN ubah TA,9.0,0.8806721767742777,positive
3004,rapat kerja menteri pariwisata dengan komisi kali DPR RI bahas tentang RKA ke l dalam RUU APBN ubah TA,9.0,0.8806721767742777,positive
3005,partai kok masih saja tarik ulur bahas taxamnesty ?,1.0,0.17785756046362944,positive
3006,ini nama wakil rakyat banget banget rakyat ! ! lanjut,4.0,0.7483077765513875,positive
3007,dengan terbit UU pilkada yang sulit calon independen maka DPR tidak dengar aspirasi rakyat selaku wakil rakyat efekahok,-8.0,-0.9310220803594534,negative
3008,rapat kerja komisi VII DPR RI dengan menteri agama RKA ke l dalam RUU APBN ubah tahun,6.0,0.7782533221506259,positive
3009,kapan turun tangan ? ada niat baik tidak sih sama masa depan ekonomi RI ?,7.0,0.04642568745829304,neutral
3010,menpora raker dengan komisi kali DPR RI bahas RKA ke l dalam RUU APBN ubah tahun anggaran,8.0,0.8555415792658776,positive
3011,komnas perempuan segera serah draf RUU keras seksual ke via,5.0,0.7184212081070996,positive
3012,terus kawal UU yang telah sah ini agar implementasi jelas dan tidak belok oleh oknum tak pertanggungjawaban,-12.0,-0.968696933803733,negative
3013,RUU karantina sehat baleg undang angkasa pura dan pelindo,6.0,0.7782533221506259,positive
3014,RUU siar harap bagai imbang jakarta BP ketua FPKB DPR RI hj ida fauziyah harap RUU peny,8.0,0.8555415792658776,positive
3015,baleg undang angkasa pura dan pelindo bahas RUU karantina sehat,8.0,0.8555415792658776,positive
3016,RUU karantina sehat baleg undang angkasa pura dan pelindo badan legislatif baleg DPR RI bahas RUU,5.0,0.7184212081070996,positive
3017,tribun RUU karantina sehat baleg undang angkasa pura dan pelindo badan legislatif baleg DPR newstoday,3.0,0.5267415375673765,positive
3018,tribun RUU karantina sehat baleg undang angkasa pura dan pelindo newstoday DKK,6.0,0.7782533221506259,positive
3019,pangkas anggaran kemenppa pemerintah nilai inkonsistensi komisi VII DPR RI nilai kebijakan mangkas,14.0,0.9450887908327322,positive
3020,baleg DPR rapat pleno RUU karantina sehat dengan kepala badan karantina tani dprlive,2.0,0.38181916792267817,positive
3021,pangkas anggaran kemenppa pemerintah nilai inkonsistensi komisi VII DPR RI nilai kebijakan pemangkasa,16.0,0.9571447885644057,positive
3022,pansus RUU terorisme RDPU dengan komnasham tim bela muslim TARA institute PUSHAMI IMPARSIAL dan PBNU dprlive,1.0,0.20228869496966945,positive
3023,agenda DPR kamis pukul WIB baleg DPR rapat pleno RUU karantina sehat agendadpr,6.0,0.7782533221506259,positive
3024,agenda DPR kamis pukul WIB pansus RUU berantas tak pidana terorisme RDPU dengan para pakar agendadpr,2.0,0.38181916792267817,positive
3025,topik arteria dahlan anggota komisi II DPR RI kebijakan angkat PNS rupa kebijakan negara,12.0,0.9273739248094985,positive
3026,masih saja kita kutat situ desakan untuk dengar aspirasi rakyat bukan aspirasi cabul mereka,-5.0,0.7717372111011058,positive
3027,verifikasi calon independen buat tambah susah hambat opsi rekrutmen kepemimpinan non partai pilih warga matanajwa,-5.0,-0.7184212081070996,negative
3028,sindir ahokm fahri hamzah paling hebat di indonesia anggota DPR independen tidak ada di undang undang,-3.0,-0.9240210212617165,negative
3029,sindir ahokm fahri hamzah paling hebat di indonesia anggota DPR independen tidak ada di undang undang il,-3.0,-0.9240210212617165,negative
3030,maaf bang fadjroel bukan pihak DPR tetapi mhs pengesahan RUU pilkada adalah kptsn sama bukan orang,-7.0,-0.6345750750507485,negative
3031,radio ANDIKA anggota komisi VII DPR mercy chriesty barends kata DPR RI penolakan kebijakan pemerintah,2.0,0.38181916792267817,positive
3032,reses rupa agenda wajib seluruh anggota DPR,-2.0,-0.38181916792267817,negative
3033,tidak punya ketrampilan lain biasa jual di DPR jual RUU,-2.0,-0.8695669773740071,negative
3034,anggota DPR penolakan kebijakan cabut subsidi listrik kabarnews,-5.0,-0.7184212081070996,negative
3035,anggota komisi VII DPR mercy chriesty barends kata DPR RI penolakan kebijakan pemerintah cabut subsidi,-3.0,-0.5267415375673765,negative
3036,menkumham kata siap kerja sama dengan DPR RI buat RUU yang pakat masuk prolegnas JAKARTA,2.0,0.38181916792267817,positive
3037,pemerintah DPD DPR sepakat cepat RUU PKS pemerintah sama dewan wakil daerah DPD dan DPR RI sepa,7.0,0.8224628936244653,positive
3038,akun wakil rakyat blora moga mudah sampai aspirasi rakyat blora amien akun nya pasif tanpa obah,8.0,0.8555415792658776,positive
3039,RDP BKKBN dengan komisi IX DPR RI bahas RKA ke l dalam RUU tentang ubah APBN tahun anggaran,9.0,0.8806721767742777,positive
3040,baleg DPR RDPU dengan PT angkasa pura dan PT pelindo bahas RUU tentang karantina sehat dprlive,7.0,0.8224628936244653,positive
3041,presiden ingin RUU hapus keras seksual jadi UU oleh,1.0,0.20228869496966945,positive
3042,reses sama hj daryati uteng SE MM anggota DPR RI,0.0,0.0,neutral
3043,PANDANG PARTAI PARTAI GERINDRA DPR RI HADAP TERANG PEMERINTAH ATAS UBAH DUA ATAS UNDANG UNDANG,0.0,0.0,neutral
3044,kata anggota itu wakil rakyat tetapi kenapa tindakan tidak sesuai ingin dan aspirasi rakyat ? jadi wakil rakyat yang mana ya ?,-5.0,-0.947865992576147,negative
3045,agenda DPR rabu pukul WIB pansus RUU berantas tindakan pidana terorisme RDPU dengan pakar agendadpr,3.0,0.5267415375673765,positive
3046,RUU bidan untuk lindung kerja bidan,6.0,0.7782533221506259,positive
3047,kog ? ? undang undang pilkada di revisi jelang PILKADA DKI ? ? ada apa ini ? ? dpr RI,8.0,0.812604508328942,positive
3048,puluh RUU masuk prolegnas,-3.0,-0.5267415375673765,negative
3049,bagai wakil rakyat tentu harus mnrima aspirasi rakyat,-8.0,-0.8555415792658776,negative
3050,anggota DPR usul RUU lindung sawit,3.0,0.5267415375673765,positive
3051,semangat entas miskin balik RUU CSR tim kunjung spesifik komisi VII DPR RI ada kunjung ke,5.0,0.7184212081070996,positive
3052,semangat entas miskin balik RUU CSR,-4.0,-0.6369499429264264,negative
3053,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik,-4.0,-0.6369499429264264,negative
3054,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifik komisi VII,-2.0,-0.38181916792267817,negative
3055,tim kunjung spesifik komisi VII DPR RI tinjau program mitra PT petrokimia gresik untuk himpun sama,4.0,0.6369499429264264,positive
3056,retweet followme himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gre newsupdate today,-4.0,-0.6369499429264264,negative
3057,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifik komisi VII DPR RI tinjau progra,-2.0,-0.38181916792267817,negative
3058,republikid himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik via,-4.0,-0.6369499429264264,negative
3059,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tribun,-4.0,-0.6369499429264264,negative
3060,news himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifik kom,-5.0,-0.7184212081070996,negative
3061,tribunnasional himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik,-4.0,-0.6369499429264264,negative
3062,NEWS himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik galeriberita,-4.0,-0.6369499429264264,negative
3063,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifik komisi VII DPR,-2.0,-0.38181916792267817,negative
3064,beritabolla himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesif,-5.0,-0.7184212081070996,negative
3065,tribun himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik newstoday DKK,-4.0,-0.6369499429264264,negative
3066,tribun himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung newstoday,-5.0,-0.7184212081070996,negative
3067,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik via tribunnews,-4.0,-0.6369499429264264,negative
3068,news himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik,-4.0,-0.6369499429264264,negative
3069,tribunnews himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik,-4.0,-0.6369499429264264,negative
3070,news himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifik ITU,-7.0,-0.8224628936244653,negative
3071,tribunnews himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik tim kunjung spesifi,-5.0,-0.7184212081070996,negative
3072,himpun masuk RUU TJSP DPR tinjau program mitra PT petrokimia gresik beritanegara,-4.0,-0.6369499429264264,negative
3073,forum legislasi bahas RUU bidan di media center DPR RI dprlive,4.0,0.6369499429264264,positive
3074,he he mau pilih lindung sawit atau lindung kawasan lindung ? ? tahun di eks PULANG inpres,12.0,0.923147976982903,positive
3075,partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni marlinawati mengha,4.0,0.6369499429264264,positive
3076,partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI ren ranokarnohrsmundur,4.0,0.6369499429264264,positive
3077,partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni,4.0,0.6369499429264264,positive
3078,ketua partai PP DPR RI reni marlinawati harap bahas RUU tentang lindung jahat seks dip,6.0,0.7782533221506259,positive
3079,tyonews partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni mar news,4.0,0.6369499429264264,positive
3080,partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni marlinawati men RT,4.0,0.6369499429264264,positive
3081,antaranews partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni marlin,4.0,0.6369499429264264,positive
3082,Segala_berita partai PP harap bahas RUU jahat seks cepat ketua partai PP DPR RI reni mar,4.0,0.6369499429264264,positive
3083,partai PP klaim jadi garda depan dorong RUU PKS,4.0,0.6369499429264264,positive
3084,anggota DPR DPRD ayo kerja nyata buat masyarakat uang reses milyaran jangan kalah sama dubes qatar bagi sembako,6.0,0.9520560618000308,positive
3085,PP puji RUU PKS masuk prolegnas,1.0,0.3680368469877013,positive
3086,JAWAPOS ini saran praktisi pajak soal RUU tax amnesty,-2.0,-0.38181916792267817,negative
3087,kebijakan tax amnesty harus serta sepi admn yang integrasi,-5.0,-0.7184212081070996,negative
3088,KONTAN jokowi minta turun tangan soal RUU tax amnesty,6.0,0.7782533221506259,positive
3089,VIVA bahas RUU tax amnesty larut larut tuai kritikan,-1.0,-0.20228869496966945,negative
3090,partai PP target RUU PKS rampung tahun ini bergerakbersamarakyat,3.0,0.5267415375673765,positive
3091,partai PP harap RUU PKS selesai tahun ini,5.0,0.7184212081070996,positive
3092,DPR pemerintah tuju RUU ubah prolegnas rapat kerja badan legislasi DPR RI dan pemerintah men,3.0,0.5267415375673765,positive
3093,ini RUU ubah prolegnas yang tuju DPR RI pemerintah,-2.0,-0.38181916792267817,negative
3094,anggota komisi XI DPR RI melchias markus mekeng minta pemerintah jangan terlalu andal kebijakan peng,4.0,0.9137905715630504,positive
3095,DPR pemerintah tuju RUU ubah prolegnas rapat kerja badan legislasi DPR RI dan pemerintah men,3.0,0.5267415375673765,positive
3096,antaranews DPR pemerintah tuju RUU ubah prolegnas rapat kerja badan legislasi DPR RI dan pe,3.0,0.5267415375673765,positive
3097,DPR pemerintah tuju RUU ubah prolegnas rapat kerja badan legislasi DPR RI,3.0,0.5267415375673765,positive
3098,paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri mkd,-1.0,-0.7414838566298797,negative
3099,RUU PKS dan RUU ASN masuk prolegnas rieke apresiasi DPR RI,-3.0,-0.6289226359922113,negative
3100,verifikasi faktual yakin cegah dukungan fiktif UU pilkada yang sah dalam rapat paripurna DPR RI pada,9.0,0.8806721767742777,positive
3101,para dagang daging di pasar tambun keluh atas kebijakan pemerintah harga daging sapi kisar ribu sidakpasar,-2.0,-0.38181916792267817,negative
3102,RUU CSR jadi pasti penyelenggaraan pertanggungjawaban jawab usaha,8.0,0.8655334451812201,positive
3103,RUU CSR jadi pasti penyelenggaraan pertanggungjawaban jawab usaha republika,8.0,0.8655334451812201,positive
3104,RUU CSR jadi pasti penyelenggaraan pertanggungjawaban jawab usaha balikpapan,8.0,0.8655334451812201,positive
3105,news RUU CSR jadi pasti penyelenggaraan pertanggungjawaban jawab usaha,8.0,0.8655334451812201,positive
3106,wakil ketua dewan wakil rakyat DPR dari partai partai demokrat agus hermanto harap bahas ranca,-1.0,-0.20228869496966945,negative
3107,bahas RUU tax amnesty masih belum rampung DPR RI lalu komisi XI masih usaha rampung les,15.0,0.868314982895229,positive
3108,metro news bahas RUU tax amnesty masih belum rampung DPR RI lalu komisi XI masih usaha ram,12.0,0.7491350718773846,positive
3109,semua partai di DPR RI belum temu kata sepakat dalam bahas rencana undang undang ampun pajak,11.0,0.8084546225587583,positive
3110,bahas usul APBN p LPP RRI TA rapat paripurna DPR RI MP v TS,3.0,0.6289226359922113,positive
3111,kelak moga dapat kedudukan di tempat ini jadi wakil rakyat dan salur aspirasi rakyat,1.0,0.20228869496966945,positive
3112,radio ANDIKA badan legislasi baleg DPR RI temu sekira undang undang yang anggap masalah,-6.0,-0.7782533221506259,negative
3113,pemerintah saat ini tengah godok RUU tax amnesty dengan dewan wakil rakyat DPR,-1.0,-0.20228869496966945,negative
3114,kes tutup bahas RUU APBNP jadi pintu masuk korupsi dewan wakil rakyat DPR telah me,-6.0,-0.7782533221506259,negative
3115,okezone kes tutup bahas RUU APBNP jadi pintu masuk korupsi dewan wakil rakyat DPR,-6.0,-0.7782533221506259,negative
3116,dewan wakil rakyat DPR telah terima draf nota rancangan APBN ubah RAPBNP telah dari pemerintah,-4.0,-0.6369499429264264,negative
3117,kes tutup bahas RUU APBNP jadi pintu masuk korupsi dewan wakil rakyat DPR telah terima draf nota rancangan,-4.0,-0.6369499429264264,negative
3118,surya news kes tutup bahas RUU APBNP jadi pintu masuk korupsi dewan wakil rakyat di,-6.0,-0.7782533221506259,negative
3119,pemerintah jokowi kasih sama untuk gedung DPR gula gula untuk mulus pengesahan RAPBN,6.0,0.7782533221506259,positive
3120,retweeted rudi valinka HOKI saya lebih suka sebut RUU pilkada yang lagi bahas DPR RI ganti jadi RUU,2.0,0.38181916792267817,positive
3121,DPR wakil rakyat yang bunuh rakyat RUU pilkada,-10.0,-0.9000703207408192,negative
3122,saya lebih suka sebut RUU pilkada yang lagi bahas DPR RI ganti jadi RUU ahok satu negeri ini laba dengan hadir ahok,8.0,0.8555415792658776,positive
3123,RT saya lebih suka sebut RUU pilkada yang lagi bahas DPR RI ganti jadi RUU ahok satu cont,2.0,0.38181916792267817,positive
3124,PBNU tak hadir undang kali oleh pansus DPR RI ada kesan NU tidak serius dukungan RUU larang mihol benar demikian ?,1.0,0.8368262315943085,positive
3125,kami akan bahas ini di rapat dengar dapat komisi VII sekaligus pasti fungsi awas kait kebijakan b anomalisolar,21.0,0.975278016433476,positive
3126,retweeted MOHD ABDUL RAUFF batal kebijakan bebas visa jokowi,-6.0,-0.7782533221506259,negative
3127,entar lama anggota DPR kesel buat undang undang baru lagi gubernur tidak boleh orang yang nama kandung unsur basuki,-18.0,-0.9773346391014274,negative
3128,lebih tepat RUU anti ahok RT saya lebih suka sebut RUU pilkada yang lagi bahas DPR RI ganti jadi RUU ahok satu negeri ini,1.0,0.20228869496966945,positive
3129,paripurna bahas RUU pilkada anggota DPR tak hadir masuk fahri,-1.0,-0.7414838566298797,negative
3130,DPR RI pemerintah perlu cermat kebijakan harga daging sapi DPR RI ada diskusi untuk cermat,9.0,0.8806721767742777,positive
3131,DPR RI pemerintah perlu cermat kebijakan harga daging sapi,5.0,0.7184212081070996,positive
3132,tribun DPR RI pemerintah perlu cermat kebijakan harga daging sapi DPR RI ada diskusi newstoday,9.0,0.8806721767742777,positive
3133,tuitindonesia DPR RI pemerintah perlu cermat kebijakan harga daging sapi indonesia tuit,5.0,0.7184212081070996,positive
3134,susun RUU CSR komisi VII DPR tidak akan sulit usaha komisi VII DPR nyata bahwa RUU CSR ya,10.0,0.8504022000512959,positive
3135,komisi IX undang IBI POGI dan IDA himpun masuk RUU bidan,-1.0,-0.20228869496966945,negative
3136,baleg dan menkes bahas RUU karantina sehat,6.0,0.7782533221506259,positive
3137,kebijakan pemerintah kait harga daging sapi mati ternak,8.0,0.8555415792658776,positive
3138,catat kritis partai PKS untuk undang undang pilkada rapat paripurna DPR RI kamis juni me,1.0,0.20228869496966945,positive
3139,rapat paripurna DPR RI kamis juni pengesahan revisi undang undang pilih kepala daerah,1.0,0.20228869496966945,positive
3140,WOW catat kritis partai PKS untuk undang undang pilkada rapat paripurna DPR RI kamis juni,1.0,0.20228869496966945,positive
3141,dewan wakil rakyat DPR akhir pengesahan rancangan undang undang tentang ubah dua atas UU nomor,-4.0,-0.6369499429264264,negative
3142,radio ANDIKA ketua partai PKS DPR RI jazuli juwaini minta pemerintah ambil kebijakan strategis untuk,0.0,0.0,neutral
3143,komisi IX usul ada desk care dalam RUU PPILN komisi IX DPR RI usul ada akademirestorasi,23.0,0.9785572983953407,positive
3144,komisi IX usul ada desk care dalam RUU PPILN komisi IX DPR RI usul ada desk care di setia,21.0,0.9744412392258845,positive
3145,komisi IX usul ada desk care dalam RUU PPILN komisi IX DPR RI usul,19.0,0.9690378234957119,positive
3146,RUU pertahanan keluarga kunci cegah keras seksual partai PKS DPR RI nilai keras seksual khusu,14.0,0.9450887908327322,positive
3147,ketua minta pemerintah kaji ulang kebijakan mangkas juta PNS,9.0,0.8806721767742777,positive
3148,RT sindotrijayafm lintasinfo ketua DPR RI akom minta pemerintah untuk tunda rencana kebijakan rasionalisa,7.0,0.8224628936244653,positive
3149,lintasinfo ketua DPR RI minta pemerintah untuk tunda rencana kebijakan rasionalisasi PHK juta PNS,9.0,0.8806721767742777,positive
3150,ada juta warga yang nasi nya gantung ROKOK ada profit triliun ADA ASENG di RUU tembakau,6.0,0.7782533221506259,positive
3151,kaum ibu kritisi RUU hapus keras seksual kepada partai PKS anggota baleg DPR RI martri agoeng di,-6.0,-0.7782533221506259,negative
3152,sudah saya duga tidak mungkin itu anggota dewan itu isi orang hormat tidak mungkin ada yang fiktif,-18.0,-0.9424782014365458,negative
3153,DPR cari masuk tentang RUU CSR usaha tim komisi VII DPR RI cari masuk dan informasi tentang,-8.0,-0.8555415792658776,negative
3154,radio ANDIKA sidang paripurna DPR RI akhir pengesahan revisi undang undang nomor tahun tentang,4.0,0.6369499429264264,positive
3155,meski dewan wakil rakyat resmi pengesahan rancangan undang undang tentang ubah dua atas UU nomor,-4.0,-0.7782533221506259,negative
3156,paripurna telah pengesahan revisi undang undang RUU nomor tahun tentang pilih kepala daerah UU pilkada jadi UU,2.0,0.38181916792267817,positive
3157,undang undang pilkada akhir sah ini reaksi PKS PKS belum nilai anggota DPR yang maju ke tetapi,3.0,-0.7963890709347511,negative
3158,paripurna DPR sahkan RUU pilkada jadi UU,2.0,0.38181916792267817,positive
3159,RUU pilkada sah anggota DPR harus mundur jika nyalon di pilkada,-8.0,-0.8555415792658776,negative
3160,batik cirebon semarak batik warna rapat paripurna DPR wonderfulindonesia,5.0,0.7184212081070996,positive
3161,SEPI jumlah anggota yang pertahanan di kursi bahas RUU pilkada tinggal orang dari mula orang,-14.0,-0.9450887908327322,negative
3162,kamsudnya tuh singsing lengan baju geber RUU ? ?,5.0,0.6907747429922022,positive
3163,RUU pilkada tuju anggota DPR calon tak usah mundur JAKARTA pos kota rapat peripurna DPR akhirny,-5.0,0.7717372111011058,positive
3164,RUU pilkada tuju anggota DPR calon tak usah mundur,-5.0,0.7717372111011058,positive
3165,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju henti anggota di,-1.0,-0.20228869496966945,negative
3166,begini sepi paripurna DPR bahas RUU pilkada sisa detikcom pilkada,-5.0,-0.7184212081070996,negative
3167,komisi IX RDPU dengan ikat bidan indonesia satu obstertrik ginekologi indonesia IDI bahas RUU bidan dprlive,9.0,0.8806721767742777,positive
3168,rapat paripurna DPR RI tuju henti anggota DPR dari partai partai satu pembangunan PP fa,-2.0,-0.38181916792267817,negative
3169,rapat paripurna DPR cara resmi pecat fanny safriansyah alias ivan haz dari keanggotannya bagai wakil rakyat,-4.0,-0.6369499429264264,negative
3170,baleg firman soebagyo jateng DPR RI sedangn bahas RUU karantina karantina hewan ikan dan tumbuh,2.0,0.38181916792267817,positive
3171,raker baleg bahas jelas pemerintah mekanisme bahas RUU karantina sehat dprlive,9.0,0.8883485364592822,positive
3172,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju,6.0,0.7782533221506259,positive
3173,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju henti antara news,2.0,0.38181916792267817,positive
3174,baleg DPR rapat kerja dengan menteri sehat kemenhub kemenkeu bahas RUU karantina sehat dprlive,13.0,0.937127104577154,positive
3175,penuh debat palu pengesahan RUU pilkada akhir ketuk poin soal wajib anggota DPR mundur saat sama,-1.0,-0.20228869496966945,negative
3176,Info_pariwara rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI via,3.0,0.5267415375673765,positive
3177,tyonews rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju pemberhe news,6.0,0.7782533221506259,positive
3178,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju pem ranokarnohrsmundur,6.0,0.7782533221506259,positive
3179,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju henti anggot RT,2.0,0.38181916792267817,positive
3180,antaranews rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju henti,2.0,0.38181916792267817,positive
3181,Segala_berita rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI tuju pemberhe,6.0,0.7782533221506259,positive
3182,rapat paripurna DPR tuju henti ivan haz rapat paripurna DPR RI set infopuger,3.0,0.5267415375673765,positive
3183,rapat paripurna DPR RI tuju henti anggota DPR RI dari partai partai satu pembangunan wakil,-2.0,-0.38181916792267817,negative
3184,sangkut aniaya PRT ivan haz resmi check out dari DPR rapat paripurna DPR RI tuju pemberhen,3.0,0.5267415375673765,positive
3185,paripurna DPR baru saja pengesahan UU pilkada pengesahan ini hanya hadir gelintir wakil rakyat tetapi,-9.0,-0.9454431172424491,negative
3186,di ruang hanya ada wakil rakyat kepemimpinan DPR paripurna kuorum paripurna DPR baru saja pengesahan UU pilkada pengesahan ini,-9.0,-0.8883485364592822,negative
3187,begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat,-5.0,-0.7184212081070996,negative
3188,RT begini sepi paripurna DPR bahas RUU pilkada sisa wakil rakyat,-5.0,-0.7184212081070996,negative
3189,di rapat paripurna ketua BPK klarifikasi temu BPK soal kunker anggota DPR,0.0,0.0,neutral
