no,timestamp,teks,teks_processed,teks_translated,neg,neu,pos,compound_score,sentiment
5486,2017-09-09T23:23:06.000Z,Jadi jangan percaya omongan anggota dpr yg ternyata sering berbeda dg kebijakan Partainya,jadi jangan percaya omong anggota dpr yang nyata sering beda dengan kebijakan partai,So don't trust distrust warning wild deceiver fraud what real DPR members often say is different from par policy disgusting worthless shameful trash,0.441,0.433,0.125,-0.9127,negative
5506,2017-09-07T03:04:11.000Z,Godok RUU Penyadapan Anggota DPR Kami Nggak Ada Takutnya,godok RUU sadap anggota DPR kami tidak ada takut,Godok bill tapping our DPR members has nothing to fear,0.0,0.774,0.226,0.3875,positive
5519,2017-09-06T02:07:03.000Z,Agenda DPR Rabu Pukul WIB Baleg DPR Rapat Panja Harmonisasi RUU Penyiaran agendaDPR,agenda DPR rabu pukul WIB baleg DPR rapat panja harmonisasi RUU siar agendadpr,DPR schedule plan agenda Wednesday at IWST DPR legislative council meeting gathering session Panja harmonization bill broadcast agenda DPR schedule plan,0.0,0.873,0.127,0.4404,positive
5526,2017-09-05T02:22:02.000Z,Agak salah ruangan Kak Ga spt ruang rapat paripurna di ruang rapat komisi badan mungkin hampir ga ada tidur ini battleground,agak salah ruang kak tidak seperti ruang rapat paripurna di ruang rapat komisi badan mungkin hampir tidak ada tidur ini battleground,"It's a bit wrong, bro, it's not like the meeting room gathering plenary session in the meeting room gathering session, body commission, maybe there's almost no sleeping, lazy, idle, negligent, unproductive, this is a battleground.",0.301,0.699,0.0,-0.8765,negative
5575,2017-08-29T12:01:34.000Z,Saya suka video H Sukiman S Pd M M Rapat Paripurna DPR RI Agustus,saya suka video h sukiman si pada sama sama rapat paripurna DPR RI agustus,I like H Sukiman Si's video at the meeting gathering plenary session of the Indonesian House of Representatives in August,0.0,0.872,0.128,0.3612,positive
5580,2017-08-29T07:36:14.000Z,Untuk keperluan reses para anggota DPR,untuk perlu reses para anggota DPR,to need constituency outreach service community visits to DPR members,0.0,0.811,0.189,0.2732,positive
5581,2017-08-29T07:10:54.000Z,Selama DPR Telah Menyelesaikan RUU Nasional RUU DPRRI,lama DPR telah selesai RUU nasional RUU DPRRI,"It's been a long time since the DPR has completed the national bill, the DPRI bill",0.0,1.0,0.0,0.0,neutral
5610,2017-08-29T03:21:18.000Z,Ke depan perencanaan legislasi di DPR hendaknya tidak hanya bertumpu pada sejumlah RUU yang ditargetkan HUTDPR,ke depan rencana legislasi di DPR hendak tidak hanya tumpu pada jumlah RUU yang target HUTDPR,"In the future, legislative plans in the DPR will not only focus on the number of bills targeted by the DPR",0.0,0.939,0.061,0.0772,positive
5641,2017-08-25T12:52:52.000Z,Anggota DPR Tidak Hadiri Sidang Paripurna RUU APBN Karena Gedung DPR Miring?,anggota DPR tidak hadir sidang paripurna RUU APBN karena gedung DPR miring ?,absent DPR member failed to attend irresponsible hearing session at plenary meeting of APBN bill because the DPR building was tilted?,0.246,0.754,0.0,-0.7351,negative
5661,2017-08-24T07:25:11.000Z,info RUU APBN,info RUU APBN,APBN bill info,0.0,1.0,0.0,0.0,neutral
5669,2017-08-23T09:24:53.000Z,Penerapan TV digital masih terganjal RUU Penyiaran di DPR RI,terap TV digital masih ganjal RUU siar di DPR RI,Digital TV applications are still blocking broadcast bills in the Indonesian House of Representatives,0.167,0.833,0.0,-0.3818,negative
5723,2017-08-16T07:19:20.000Z,memimpin Rapat Paripurna DPR RI,kepemimpinan rapat paripurna DPR RI,leadership of the meeting gathering plenary session of the Indonesian House of Representatives,0.0,1.0,0.0,0.0,neutral
5791,2017-08-10T01:29:08.000Z,reses dpr ri dasco kunjungi KGN kab tangerang,reses dpr ri dasco kunjung KANGEN kab tangerang,Constituency Outreach Service Community Visit DPR RI Dasco visits Tangerang Regency,0.0,0.826,0.174,0.2732,positive
5808,2017-08-07T14:28:31.000Z,Sebagai anggota DPR RI dalam agenda reses,bagai anggota DPR RI dalam agenda reses,as a member of the Indonesian House of Representatives in the schedule plan constituency outreach service community visit,0.0,0.884,0.116,0.2732,positive
5824,2017-08-04T08:50:08.000Z,Ini komentar anggota DPR soal RUU KUP,ini komentar anggota DPR soal RUU KUP,These are the comments of DPR members regarding the coup bill,0.0,1.0,0.0,0.0,neutral
5893,2017-07-27T04:50:01.000Z,Pendapat Akhir Pemerintah terhadap RUU tentang Pertanggungjawaban atas Pelaksanaan APBN TA ParipurnaDPR,dapat akhir pemerintah hadap RUU tentang pertanggungjawaban atas laksana APBN TA paripurnadpr,The government can finally face the bill regarding accountability for the implementation of the APBN and plenary session,0.0,1.0,0.0,0.0,neutral
5921,2017-07-24T13:22:46.000Z,Saat ini badan legislasi sedang melakukan penyusunan prolegnas RUU Prioritas tahun,saat ini badan legislasi sedang pelaksanaan susun prolegnas RUU prioritas tahun,Currently the legislative body is implementing dodging avoiding accountability and preparing the National Legislative Program for the year's priority bill,0.174,0.826,0.0,-0.4215,negative
5928,2017-07-24T04:52:27.000Z,Dorong Segera Seriusi RUU Redenominasi,dorong segera serius RUU redenominasi,immediately push seriously for the redenomination bill,0.221,0.779,0.0,-0.1779,negative
5933,2017-07-23T13:36:06.000Z,KONI Bojonegoro Adakan Kejuaraan Voli,KONI bojonegoro adakan juara voli,Koni Bojonegoro holds volleyball champions,0.0,0.541,0.459,0.5267,positive
5940,2017-07-22T16:13:26.000Z,KAMI INGIN TAHU seberapa ingin anda bila ILC Selasa Juli mengangkat topik UU Pemilu Presidential Threshold RT bila setuju,KAMI INGIN TAHU berapa ingin anda bila ILC selasa juli angkat topik UU pemilu presidential threshold RT bila tuju,We want to know how much you would like if the ILC on Tuesday July raised the topic of the presidential threshold RT election law if you go,0.0,0.872,0.128,0.4215,positive
5954,2017-07-22T06:53:23.000Z,anggota DPR melakukan walk out saat berlangsungnya rapat paripurna DagelanWalkOut,anggota DPR pelaksanaan walk out saat langsung rapat paripurna dagelanwalkout,DPR members P evading dodging avoiding accountability sanaan walk out during direct meeting gathering plenary session dagelanwalkout,0.213,0.787,0.0,-0.4215,negative
6011,2017-07-20T18:01:26.000Z,Sidang Paripurna di DPR RI yang membahas RUU Pemilu telah selesai dilaksanakan Ach ElshintaNewsAndTalk,sidang paripurna di DPR RI yang bahas RUU pemilu telah selesai laksana ach elshintanewsandtalk,the hearing session of the plenary meeting at the DPR RI which discussed the election bill has been completed like ach elshintanewsandtalk,0.0,0.894,0.106,0.3612,positive
6051,2017-07-20T15:16:42.000Z,LintasINFO Suasana jelang Rapat Paripurna di Rep,lintasinfo suasana jelang rapat paripurna di rep,Lintasinfo atmosphere ahead of the meeting gathering plenary session at the rep,0.0,1.0,0.0,0.0,neutral
6056,2017-07-20T14:40:57.000Z,Kelihatan RUU Pemilu yg akan disahkan malam ini ngga jd perhatian masyarakat TL,lihat RUU pemilu yang akan sah malam ini tidak jadi perhati masyarakat TL,"look at the election bill that will be valid tonight, it doesn't concern the public",0.0,1.0,0.0,0.0,neutral
6101,2017-07-20T03:46:34.000Z,Bukan pengesahan RUU Pemilu dipimpin,bukan pengesahan RUU pemilu kepemimpinan,not ratification of the leadership election bill,0.0,1.0,0.0,0.0,neutral
6165,2017-07-14T03:03:54.000Z,Saya juga kaget membacanya,saya juga kaget baca,"I was also shocked, disappointed, dismayed to read",0.675,0.325,0.0,-0.8074,negative
6241,2017-07-11T12:44:00.000Z,Mereka yg di DPR bukan wakil rakyat tetapi wakil partai Merka bekerja ntuk kpntingn partai bukan untuk rakyat Bikin RUU sja gabecus,mereka yang di DPR bukan wakil rakyat tetapi wakil partai mereka kerja ntuk kpntingn partai bukan untuk rakyat bikin RUU saja gabecus,those in the DPR not representative betray fail corrupt selfish but are representatives for disgusting worthless shameful trash they work for the sake of disgusting worthless shameful trash not for the people just make bills gabecus,0.47,0.46,0.07,-0.9786,negative
6278,2017-07-10T04:10:15.000Z,Banggar DPR raker dengan Menkopolhukam Menko Kemaritiman membahas RKA K L RUU APBNP BanggarDPR,banggar DPR raker dengan menkopolhukam menko maritim bahas RKA ke l RUU APBNP banggardpr,Pride DPR,0.0,0.294,0.706,0.34,positive
6283,2017-07-09T08:01:50.000Z,DPR Lanjutkan Pembahasan RUU Perkelapasawitan,DPR lanjut bahas RUU perkelapasawitan,DPR continues to discuss the palm oil plantation bill,0.0,1.0,0.0,0.0,neutral
6330,2017-07-06T13:12:50.000Z,RUU KUHP Ditargetkan Selesai Periode Ini,RUU KUHP target selesai periode ini,The target criminal code bill is completed this period,0.298,0.702,0.0,-0.5267,negative
6376,2017-07-05T00:48:25.000Z,Usul segera hentikan manuver politik yg tdk berguna buang waktu spt hak angket thdp agar fokus ke RUU Pemilu,usul segera henti manuver politik yang tidak penggunaan buang waktu seperti hak angket hadap agar fokus ke RUU pemilu,suggestion to immediately stop political maneuvers that do not use waste time useless pointless lazy such as parliamentary oversight accountability inquiry face to focus on election bills,0.228,0.701,0.071,-0.6331,negative
6397,2017-07-04T02:18:01.000Z,Apakah RUU Pemilu akan selesai di Bulan Juli ?,apakah RUU pemilu akan selesai di bulan juli ?,Will the election bill be completed in July?,0.0,1.0,0.0,0.0,neutral
6407,2017-07-03T07:42:24.000Z,saya menyatakam mendesak DPR untuk mensahkan undang undang anti teror secepatnya,saya menyatakam desakan DPR untuk sah undang undang anti teror cepat,I acknowledge the DPR's pressure to pass anti-terror legislation quickly,0.216,0.784,0.0,-0.296,negative
6414,2017-07-02T09:53:32.000Z,kpn RUU anti teroris jd? Hrs nunggu ada anggota DPR jd korbankah spt hak angket yg dikebut ketika ada yg kena e ktp?,kapan RUU anti teroris jd ? harus tunggu ada anggota DPR jadi korban seperti hak angket yang kebut ketika ada yang kena e ktp ?,impatient delayed stalled anti-terrorist bill so?  forced wait delay frustration are there DPR members who become victims like parliamentary oversight accountability inquiry who speed up when someone gets an e-KTP?,0.425,0.517,0.059,-0.9272,negative
6451,2017-06-27T22:05:34.000Z,Mrk masuk utk brkembang biak di NKRI KRN SUAMINYA SDH TERDESAK! MSH JG DEBAT MSLH MSK DLM RUU!GOBLOK PENDONOR ISIS X?,mereka masuk untuk brkembang biak di NKRI KARENA SUAMI SUDAH DESAKAN ! MASIH JUGA DEBAT MASALAH MASUK DALAM RUU ! GOBLOK DONOR ISIS x ?,they entered to breed in the country because their husbands insisted! Still debating whether the issue is included in the bill!  stupid incompetent disgraceful shameful donor isis x?,0.291,0.709,0.0,-0.8829,negative
6482,2017-06-19T09:35:04.000Z,Untuk Majukan PT Tidak Bisa Diberikan Kebijakan Sama,untuk maju PT tidak dapat beri kebijakan sama,"To progress, PT cannot provide the same policy",0.0,0.714,0.286,0.4215,positive
6607,2017-06-11T10:54:35.000Z,punya fungsi mengawasi yg dijamin undang undang,punya fungsi awas yang jamin undang undang,has a supervisory function that guarantees legal action,0.0,0.8,0.2,0.128,positive
6616,2017-06-10T14:29:02.000Z,kngen juga leat Sinetron walk out sambil menangis dr pas pengesahan kenaikan BBM di era Rezim dulu,kangen juga leat sinetron walk out sambil menang dari pas pengesahan naik BBM di era rezim dulu,I also miss the soap operas of walking out while winning from the time when the fuel price increase was ratified in the previous regime era,0.054,0.702,0.244,0.6908,positive
6674,2017-06-06T07:36:51.000Z,Smoga secepatnya bisa di syahkan RUU Palang Merah Cc,moga cepat dapat di syah RUU palang merah cc,Hopefully the Red Cross CC bill can be passed quickly,0.0,0.769,0.231,0.4019,positive
6684,2017-06-05T10:40:13.000Z,Nunggu RUU penyiaran di sahkan oleh,tunggu RUU siar di sahkan oleh,waiting delay stalling bill broadcast legalized by,0.451,0.549,0.0,-0.4767,negative
6744,2017-05-31T01:58:50.000Z,Maju terus Pak Segera dipercepat Pengesahannya,maju terus pak segera cepat pengesahan,"keep going sir, get approval quickly",0.0,0.617,0.383,0.4767,positive
6807,2017-05-29T09:50:52.000Z,Anggota Pansus RUU Pemilu mengajukan penambahan Kursi Anggota DPR sedangkan Kemendagri meminta atau kursi,anggota pansus RUU pemilu aju tambah kursi anggota DPR sedang kemendagri minta atau kursi,"members of the special committee on the election bill are asking for additional seats for members of the DPR, while the Ministry of Home Affairs is asking for seats",0.0,0.912,0.088,0.4019,positive
6830,2017-05-28T14:28:32.000Z,Anggota DPR yg tarik ulur RUU Antiteroris mungkin bagian dri teroris itu sendiri,anggota DPR yang tarik ulur RUU antiteroris mungkin bagi dari teroris itu sendiri,The DPR members who are pushing back and forth on the anti-terrorist bill may be terrorists themselves,0.204,0.796,0.0,-0.6249,negative
6838,2017-05-27T12:10:20.000Z,Selamat jalan bhayangkaraku,selamat jalan bhayangkara,Goodbye Bhayangkara,0.0,1.0,0.0,0.0,neutral
6841,2017-05-27T03:33:09.000Z,Kapan nih RUU terorisme diketok palu ?,kapan ini RUU terorisme ketok palu ?,impatient delayed stalled this bill terrorism rushed forced reckless undemocratic ?,0.802,0.198,0.0,-0.9349,negative
6874,2017-05-23T02:36:14.000Z,RUU Pemilu Segera Divoting,RUU pemilu segera voting,vote on the election bill immediately,0.0,1.0,0.0,0.0,neutral
6878,2017-05-22T07:36:12.000Z,Hanya Dihadiri Anggota DPR Pembahasan RUU KUHP Ditunda,hanya hadir anggota DPR bahas RUU KUHP tunda,only DPR members present to discuss the Criminal Code bill postponed postponed,0.438,0.562,0.0,-0.7184,negative
6884,2017-05-21T02:23:44.000Z,kapan RUU ASN untuk honorer di sahkan pak DPR RI,kapan RUU ASN untuk honorer di sahkan pak DPR RI,impatient delayed stalled ASN bill for honorary honorary approved by DPR RI,0.303,0.308,0.39,0.4019,positive
6885,2017-05-20T10:24:31.000Z,meminta untuk fokus dalam membahas penyelesaian RUU Pemilu,minta untuk fokus dalam bahas selesai RUU pemilu,asked to focus on discussing the final election bill,0.0,1.0,0.0,0.0,neutral
6992,2017-05-12T02:16:36.000Z,PAK KOREKSI BAGI KEBIJAKAN PENYEDIAAN AIR BERSIH LAYAK MINUM YA,PAK KOREKSI BAGI KEBIJAKAN SEDIA AIR BERSIH LAYAK MINUM YA,"sir, correction for the policy of providing clean drinking water, OK?",0.0,0.615,0.385,0.6841,positive
7035,2017-05-03T07:16:06.000Z,Undang undang ? N O L B E S A R ! ! ! ! ! ! !,undang undang ? n o l b e si a r ! ! ! ! ! ! !,Constitution ? n o l b e si a r ! ! ! ! ! ! !,0.0,1.0,0.0,0.0,neutral
7041,2017-05-02T07:50:05.000Z,Internal Hanura Terbelah Sikapi Hak Angket KPK,internal hanura belah sikap hak angket KPK,Internal Hanura splits parliamentary oversight accountability inquiry KPK stance,0.0,1.0,0.0,0.0,neutral
7075,2017-04-29T03:50:08.000Z,RUU Pemilu menghadang Jokowi angket KPK agar anggota DPR yang korupsi bisa lolos dari jeratam hukum,RUU pemilu menghadang jokowi angket KPK agar anggota DPR yang korupsi dapat lolos dari jeratam hukum,The election bill blocks Jokowi's KPK inquiry so that DPR members who are corrupt theft criminal fraud betrayal can escape the law.,0.408,0.538,0.054,-0.9042,negative
7158,2017-04-27T05:45:16.000Z,Pembahasan RUU Pemilu dan Larangan Minol Diperpanjang,bahas RUU pemilu dan larang mol panjang,discuss the election bill and ban long moles,0.34,0.66,0.0,-0.5574,negative
7189,2017-04-27T03:43:36.000Z,Suasana Ruang Rapat Paripurna II Gedung Nusantara II DPR RI ParipurnaDPR,suasana ruang rapat paripurna II gedung nusantara II DPR RI paripurnadpr,atmosphere of the meeting room gathering session plenary session II Nusantara Building II DPR RI plenary session,0.0,1.0,0.0,0.0,neutral
7228,2017-04-25T08:05:40.000Z,Komisi XI DPR RDP dengan POLRI Kemendikbud Kemenkes Kemen ESDM KemenkumHAM dan Kementerian BUMN membahas masukan RUU PNBP Komisi,komisi XI DPR RDP dengan POLRI kemendikbud kemenkes kemen ESDM kemenkumham dan menteri BUMN bahas masuk RUU PNBP komisi,Commission,0.0,1.0,0.0,0.0,neutral
7271,2017-04-17T03:21:08.000Z,Baleg Setujui RUU Larangan Praktik Monopoli,baleg tuju RUU larang praktik monopoli,Baleg passes bill prohibiting monopolistic practices,0.0,1.0,0.0,0.0,neutral
7301,2017-04-12T09:54:52.000Z,Baleg DPR RI Akan Membahas RUU Revisi UU ASN,baleg DPR RI akan bahas RUU revisi UU ASN,The DPR RI legislative body will discuss the bill for the revision of the ASN Law,0.0,1.0,0.0,0.0,neutral
7320,2017-04-11T05:24:24.000Z,Rapat Paripurna DPR RI Setujui Dua Anggota BPK Terpilih,rapat paripurna DPR RI tuju dua anggota BPK pilih,"meeting gathering plenary session of the Republic of Indonesia House of Representatives, two selected BPK members",0.0,1.0,0.0,0.0,neutral
7359,2017-04-06T23:53:17.000Z,Kunjungan kerja Panja RUU Kebudayaan Komisi X DPR RI ke Provinsi Riau,kunjung kerja panja RUU budaya komisi kali DPR RI ke provinsi riau,Visit the DPR RI Commission's cultural bill working committee to Riau Province,0.0,1.0,0.0,0.0,neutral
7435,2017-04-05T10:46:29.000Z,maaf sebelumnya pak di harapkan kebijakan pelayanan yg di berikan tdk hanya di jawa,maaf belum pak di harap kebijakan layan yang di ikan tidak hanya di jawa,"Sorry not yet, sir. I hope the service policy provided is not only in Java",0.236,0.764,0.0,-0.4031,negative
7438,2017-04-05T08:34:28.000Z,Komisi X DPR Setujui RUU Sisbuk,komisi kali DPR tuju RUU sisbuk,DPR's commission goes to the Sisbuk bill,0.0,1.0,0.0,0.0,neutral
7441,2017-04-05T04:20:46.000Z,Mahasiswa Unpar Belajar Pembuatan Kebijakan ke DPR,mahasiswa unpar belajar buat kebijakan ke DPR,Unpar students learn to make policies for the DPR,0.0,1.0,0.0,0.0,neutral
7497,2017-04-03T05:03:08.000Z,Komisi V DPR RI Gelar FGD Himpun Masukan RUU SDA,komisi v DPR RI gelar FGD himpun masuk RUU SDA,Commission V of the Indonesian House of Representatives holds an FGD gathering to enter the SDA bill,0.0,1.0,0.0,0.0,neutral
7604,2017-03-22T23:16:04.000Z,Hukuman mati bagi yg korupsi lebih baik dibuat bersama drpd merevisi undang undang,hukum mati bagi yang korupsi lebih baik buat sama daripada revisi undang undang,The death penalty for those who are corrupt theft criminal fraud betrayal is more good positive favorable for the same than the revision of the law,0.386,0.388,0.225,-0.8159,negative
7607,2017-03-22T16:28:30.000Z,Meskipun sudah ada Surat Presiden Surpres kepada pimpinan DPR RI pemerintah menegaskan sikapnya terkait,meski sudah ada surat presiden surpres kepada kepemimpinan DPR RI pemerintah tegas sikap kait,"Even though there has been a Presidential Surpres letter to the leadership of the Indonesian House of Representatives, the government is taking a firm stance",0.0,1.0,0.0,0.0,neutral
7654,2017-03-20T04:58:38.000Z,Ini Lanjutan Revisi UU MD,ini lanjut revisi UU MD,This is a further revision of UU MD,0.0,1.0,0.0,0.0,neutral
7681,2017-03-15T14:57:06.000Z,Keluhan Rakyat tidak dihiraukan oleh wakil RAKYAT sperti kenaikan Listrik tidak ada kebijakan penyesuain Ekonomi Rakyat Spt Mencekik leher,keluh rakyat tidak hirau oleh wakil RAKYAT seperti naik listrik tidak ada kebijakan penyesuain ekonomi rakyat seperti cekik leher,"people complain that representatives of representatives representatives officials don't care, such as increasing electricity, there are no policies to adjust the people's economy, such as strangulation",0.242,0.758,0.0,-0.7452,negative
7789,2017-03-09T04:16:00.000Z,APAKAH BENAR DPR RI rumah aspirasi rakyat ????? Mengapa TDK semuanya aspirasi tersampaikan ????,APAKAH BANGET DPR RI rumah aspirasi rakyat ? ? mengapa TIDAK semua aspirasi sampai ? ?,doubtful skeptical fake DPR RI House of People's Aspirations? ? why don't all aspirations come true? ?,0.388,0.488,0.124,-0.7149,negative
7818,2017-03-06T12:28:35.000Z,Reses Ketua Komisi VIII DPR RI Kunjungi MUI Tangsel,reses ketua komisi VII DPR RI kunjung MUI tangsel,Constituency Outreach Service Community Visit Chairman of Commission VII DPR RI visits MUI Tangsel,0.0,0.861,0.139,0.2732,positive
7860,2017-03-02T01:16:00.000Z,Raja Salman akan Bertemu Pimpinan DPR Meski masa reses anggota DPR diimbau hadir saat pidato Raja VivaNews,raja salman akan temu kepemimpinan DPR meski masa reses anggota DPR imbau hadir saat pidato raja vivanews,"King Salman will meet with DPR leadership even though during the Constituency Outreach Service Community Visit period, DPR members are encouraged to attend the King's VivaNews speech",0.0,0.845,0.155,0.5574,positive
7881,2017-02-28T12:29:36.000Z,DPR Terkini Rapat Paripurna DPR RI Setujui Lima Anggota BSBI,DPR kini rapat paripurna DPR RI tuju lima anggota BSBI,The House of Representatives is now meeting the plenary session of the Republic of Indonesia House of Representatives with five BSBI members,0.0,1.0,0.0,0.0,neutral
7891,2017-02-28T05:17:24.000Z,Anggota DPR RI Reses Iskandar Jelaskan Kondisi OKI,anggota DPR RI reses iskandar jelas kondisi OKI,"Members of the Indonesian House of Representatives, Constituency Outreach Service Community Visit, Iskandar, it is clear that the condition is OK",0.0,0.702,0.298,0.7672,positive
8066,2017-02-10T14:03:31.000Z,RUU Sistem Perbukuan Kelar Dibahas info,RUU sistem buku kelar bahas info,the book system bill has finished discussing the info,0.0,1.0,0.0,0.0,neutral
8083,2017-02-08T14:17:25.000Z,RDP Dengan Komisi X DPR RI Wakil Ketua APKASI Minta RUU PNPB Lebih Berkeadilan Kepada Daerah Go Riau,RDP dengan komisi kali DPR RI wakil ketua APKASI minta RUU PNPB lebih adil kepada daerah go riau,"RDP with Commission Kali DPR RI, Deputy Chairperson of Apkasi, asks for the PNPB Bill to be fairer to the Go Riau region",0.0,1.0,0.0,0.0,neutral
8100,2017-02-08T09:14:24.000Z,RUU Kebudayaan Diharapkan Tingkatkan Ketahanan Budaya info,RUU budaya harap tingkat pertahanan budaya info,cultural bill please info cultural defense level,0.0,0.568,0.432,0.4215,positive
8112,2017-02-07T22:04:35.000Z,DPR RI Undang Ichsan YL Rumuskan RUU Kepalang Merahan,DPR RI undang ichsan YL rumus RUU kepalang merah,The Indonesian House of Representatives invites Ichsan YL formula for the Red Head Bill,0.0,1.0,0.0,0.0,neutral
8132,2017-02-06T04:20:27.000Z,Panja Komisi VIII DPR RI RUU ttg Penyelenggaraan Ibadah Haji dan Umrah RDP Kepala Pusat Kesehatan Haji Kemenkes Dipimpin Deding Ishak,panja komisi VII DPR RI RUU tentang penyelenggaraan ibadah haji dan umrah RDP kepala pusat sehat haji kemenkes kepemimpinan deding ishak,RI House of Representatives Committee VII Committee on the Implementation of the Hajj and Umrah RDP Head of Hajj Health Center Ministry of Health Leadership Deding Ishak,0.0,1.0,0.0,0.0,neutral
8171,2017-02-01T02:14:23.000Z,Mari bersama cegah korupsi! karya,mari sama cegah korupsi ! karya,Let's together prevent corruption theft criminal fraud betrayal! work,0.649,0.287,0.063,-0.9041,negative
8182,2017-01-31T07:08:16.000Z,Anggota DPR Kebijakan Trump Menodai Citra AS,anggota DPR kebijakan trump noda citra AS,DPR members Trump's policies tarnish US image,0.0,1.0,0.0,0.0,neutral
8190,2017-01-31T04:51:42.000Z,Reses Anggota DPR RI Venna Melinda SE via,reses anggota DPR RI venna melinda SE via,Constituency Outreach Service Community Visit Member of the Indonesian House of Representatives Venna Melinda SE via,0.0,0.877,0.123,0.2732,positive
8201,2017-01-30T13:48:42.000Z,Wacana Penambahan Jumlah Anggota DPR RI Ini Kata Ketua Pansus RUU Pemilu Lukman Edy Go Riau,wacana tambah jumlah anggota DPR RI ini kata ketua pansus RUU pemilu lukman edy go riau,"The discourse on increasing the number of DPR RI members said the chairman of the special committee on election bills, Lukman Edy Go Riau",0.0,0.846,0.154,0.4588,positive
8247,2017-01-25T18:25:32.000Z,Memberikan masukan penyusunan RUU Migas,beri masuk susun RUU migas,give in to draft the oil and gas bill,0.0,1.0,0.0,0.0,neutral
8288,2017-01-24T16:23:12.000Z,Bendera Merah Putih Dan Kalimat Tauhid Pada Rapat Paripurna DPR RI ke via,bendera merah putih dan kalimat tauhid pada rapat paripurna DPR RI ke via,the red and white flag and the sentence of monotheism at the meeting gathering session of the plenary session of the DPR RI to via,0.0,0.949,0.051,0.0772,positive
8309,2017-01-24T07:14:38.000Z,Bab Larangan dalam RUU Larangan Minol Belum Capai Titik Temu,bab larang dalam RUU larang mol belum capai titik temu,The prohibition section in the bill banning moles has not yet reached a consensus,0.097,0.903,0.0,-0.0762,negative
8329,2017-01-24T02:29:50.000Z,Nah! Kebijakan bermutu bermanfaat perlindungan bangsa,nah ! kebijakan mutu manfaat lindung bangsa,Now ! quality policy for the nation's protected benefits,0.0,0.509,0.491,0.6996,positive
8336,2017-01-24T00:04:09.000Z,Selamat pagi Jadwal Rapat Selasa Januari RAPAT PARIPURNA DPR RI KE MS III TS Pukul,selamat pagi jadwal rapat selasa januari RAPAT PARIPURNA DPR RI KE MASIH II TS pukul,good morning meeting gathering session schedule tuesday january meeting gathering session plenary session of the DPR RI to still II ts at,0.0,0.879,0.121,0.4404,positive
8389,2017-01-16T11:46:42.000Z,Wakhhhh masih belum juga Giliran antrian yaa ?,wakhh masih belum juga gilir antri ya ?,ridiculous pathetic delayed stuck stagnant taking turns queuing huh?,0.669,0.331,0.0,-0.8442,negative
8553,2018-12-29T00:14:21.000Z,Udah seharusnya gtu mbak jgn lagi ada wakil rakyat yg sukanya ngeHoax Bukan sibuk ngurusi RUU ini malah sibuk ngurusi kepentingan parpol dan Perutnya SenayanGantiPolaPikir,sudah harus begitu mbak jangan lagi ada wakil rakyat yang suka ngehoax bukan sibuk ngurusi RUU ini malah sibuk ngurusi penting parpol dan perut senayangantipolapikir,"That's how it has to be, sis, don't have any more representative representatives and officials who like lying fake news fraud, instead of being busy taking care of this bill, they're busy taking care of important political parties and their stomachs like anti-thinking patterns.",0.168,0.572,0.26,0.5574,positive
8558,2018-12-28T10:54:52.000Z,Sebuah NGO berikrar mengadakan kempen bergerak seluruh negara untuk menyemarakkan sokongan orang ramai bagi petisyen Penggubalan Undang Undang Anti Lompat dan Peruntukan Kewangan Setara Wakil Rakyat Pengerusi,buah NGO ikrar ada kempen gerak seluruh negara untuk semarak sokong orang ramai bagi petisyen gubal undang undang anti lompat dan untuk wang tara wakil rakyat pengerusi,Ngo's pledge to have a nationwide campaign to mobilize support from the public for the anti-jumping law petition and for the money of representatives legislators officials chairmen,0.0,0.903,0.097,0.4019,positive
8588,2018-12-24T10:41:22.000Z,Ga punya buktinya ga faham alur kebijakan Negara yg melibatkan Parpol Legislatornya itu aja dah ketahuan Anggota DPR yg suka nyinyir OTAKNYA MATI krn mrk sama sling menyetujui trus Anggota DPR yg tolol personal pada protes Artinya banyak Anggota DPR Goblok bin Tolol,tidak punya bukti tidak faham alur kebijakan negara yang libat parpol legislator itu saja deh tahu anggota DPR yang suka nyinyir OTAK MATI karena mereka sama saling tuju terus anggota DPR yang tolol personal pada protesan arti banyak anggota DPR goblok bin tolol,"don't have any evidence, don't understand the flow of state policy involving political parties, legislators, you know, the members of the DPR who like to make insults are brain dead because they are aiming at each other and the members of the DPR who are stupid incompetent, disgraceful, shameful, personally, at the protests, the meaning of many members of the DPR, stupid incompetent, disgraceful, shameful, bin stupid incompetent, disgraceful, shameful.",0.384,0.564,0.052,-0.986,negative
8592,2018-12-24T09:04:26.000Z,this NGO rakyat dah menyampah,this NGO rakyat deh sampah,this is what the people say trash garbage waste,0.259,0.741,0.0,-0.4215,negative
8621,2018-12-21T21:19:08.000Z,UU ITE? Dari DPR RI UU Tipikor? Dari DPR RI RUU Pesantren dan Pendidikan Agama CMIIW ? Dari DPR RI juga Mulai sadar yg bikin kacau negara siapa?,UU ITE ? dari DPR RI UU tipikor ? dari DPR RI RUU pesantren dan didik agama CMIIW ? dari DPR RI juga mulai sadar yang bikin kacau negara siapa ?,uu that? from the Republic of Indonesia House of Representatives on Corruption Law? from the Republic of Indonesia DPR bill on Islamic boarding schools and religious education cmiiw? The DPR RI is also starting to realize who is making chaos in the country?,0.1,0.9,0.0,-0.6868,negative
